proba_0,proba_1,generation
0.9955507,0.99498034,0
0.99100435,0.9942348,1
0.9867863,0.9899344,2
0.9809661,0.99008846,3
0.98613197,0.98268723,4
0.97503316,0.98385096,5
0.9770747,0.97439194,6
0.977507,0.98116976,7
0.97986436,0.97897196,8
0.977975,0.97736055,9
0.9732301,0.9739627,10
0.97374874,0.98022497,11
0.9821756,0.97645825,12
0.97570866,0.9772436,13
0.9812741,0.9790795,14
0.97181946,0.97561127,15
0.9730148,0.97476894,16
0.97196966,0.9773224,17
0.9741823,0.97142136,18
0.9831121,0.97800696,19
0.98309064,0.97214985,20
0.9737248,0.9755791,21
0.9767887,0.9724891,22
0.9743458,0.97123855,23
0.9765522,0.9683662,24
0.9796189,0.96938854,25
0.9749305,0.97056514,26
0.9736823,0.96730435,27
0.9752213,0.966938,28
0.97247756,0.9701441,29
0.9967146,0.9987946,0
0.9901091,0.99018806,1
0.99010146,0.9901616,2
0.9845512,0.9866998,3
0.9873566,0.9874168,4
0.9821127,0.9877715,5
0.97995144,0.981681,6
0.9813271,0.97870773,7
0.9804306,0.98191994,8
0.98439586,0.97905487,9
0.96899205,0.97707987,10
0.9817077,0.97667783,11
0.97147894,0.9774654,12
0.98040575,0.97300106,13
0.98041666,0.97844106,14
0.9712711,0.9768467,15
0.9707031,0.97628933,16
0.9810215,0.97619337,17
0.9792741,0.9714349,18
0.9827768,0.9800415,19
0.9766044,0.9751949,20
0.9766551,0.9790432,21
0.9818175,0.9773799,22
0.97725105,0.9698506,23
0.97334915,0.9700592,24
0.975756,0.96495086,25
0.9747548,0.9752072,26
0.9730591,0.9603701,27
0.97768474,0.9621227,28
0.9711014,0.9632189,29
0.9967146,0.9987946,0
0.9901091,0.99018806,1
0.99010146,0.9901616,2
0.9845512,0.9866998,3
0.9873566,0.9874168,4
0.9821127,0.9877715,5
0.97995144,0.981681,6
0.9813271,0.97870773,7
0.9804306,0.98191994,8
0.98439586,0.97905487,9
0.96899205,0.97707987,10
0.9817077,0.97667783,11
0.97147894,0.9774654,12
