generation,label_bal,color_bal
0,0.491,0.487
1,0.539,0.524
2,0.53,0.515
3,0.542,0.506
4,0.544,0.512
5,0.541,0.566
6,0.58,0.515
7,0.586,0.51
8,0.591,0.498
9,0.58,0.503
10,0.559,0.533
11,0.573,0.532
12,0.571,0.513
13,0.585,0.552
14,0.584,0.523
15,0.58,0.523
16,0.594,0.514
17,0.579,0.516
18,0.563,0.544
19,0.575,0.536
20,0.546,0.546
21,0.583,0.506
22,0.573,0.546
23,0.58,0.526
24,0.538,0.531
25,0.562,0.514
26,0.6,0.546
27,0.523,0.561
28,0.556,0.542
29,0.559,0.537
30,0.59,0.511
31,0.607,0.512
32,0.563,0.536
33,0.554,0.567
34,0.556,0.52
35,0.581,0.528
36,0.512,0.545
37,0.535,0.527
38,0.536,0.513
39,0.544,0.531
