proba_0,proba_1,generation
0.9974343,0.99622715,0
0.99250484,0.9888123,1
0.9888582,0.9900384,2
0.98970497,0.98944014,3
0.98109055,0.9831215,4
0.98253,0.987455,5
0.9841143,0.984767,6
0.9839143,0.97559047,7
0.980078,0.9823312,8
0.9750214,0.9782173,9
0.98159635,0.97531027,10
0.97891974,0.980302,11
0.9738801,0.96575594,12
0.9761914,0.97932976,13
0.9760864,0.9712925,14
0.9706102,0.97448134,15
0.971443,0.9732207,16
0.9692632,0.97440106,17
0.9752221,0.9691393,18
0.964882,0.9691808,19
0.9664218,0.96636564,20
0.97338575,0.97667474,21
0.97754616,0.97042316,22
0.96501166,0.96237963,23
0.97186756,0.97469836,24
0.9694422,0.9753954,25
0.9700751,0.9649666,26
0.96625,0.9641608,27
0.96320367,0.96574265,28
0.9596713,0.95925534,29
0.9631111,0.9753066,30
0.9657459,0.96150327,31
0.96285987,0.9658058,32
0.96504384,0.9583931,33
0.96814185,0.95961124,34
0.95382404,0.9631761,35
0.9563574,0.9603538,36
0.9603908,0.9559604,37
0.95829874,0.96000993,38
0.9544769,0.9462536,39
