generation,label_bal,color_bal
0,0.405,0.483
1,0.425,0.525
2,0.344,0.554
3,0.378,0.534
4,0.32,0.553
5,0.297,0.528
6,0.239,0.529
7,0.238,0.523
8,0.215,0.504
9,0.22,0.526
10,0.208,0.507
11,0.165,0.505
12,0.154,0.503
13,0.172,0.519
14,0.158,0.532
15,0.184,0.518
16,0.182,0.501
17,0.187,0.532
18,0.213,0.509
19,0.205,0.532
20,0.227,0.546
21,0.22,0.507
22,0.229,0.548
23,0.229,0.53
24,0.275,0.515
25,0.231,0.541
26,0.207,0.552
27,0.25,0.478
28,0.228,0.519
29,0.244,0.514
30,0.235,0.529
31,0.245,0.496
32,0.215,0.482
33,0.192,0.51
34,0.225,0.486
35,0.196,0.514
36,0.188,0.493
37,0.195,0.491
38,0.179,0.483
39,0.167,0.504
