generation,label_bal,color_bal
0,0.36,0.53
1,0.39,0.49
2,0.48,0.5
3,0.52,0.51
4,0.64,0.58
5,0.76,0.52
6,0.72,0.56
7,0.92,0.48
8,0.97,0.5
9,0.95,0.59
10,1.0,0.58
11,0.99,0.52
12,1.0,0.47
13,1.0,0.48
14,0.99,0.56
15,0.99,0.56
16,1.0,0.58
17,1.0,0.51
18,0.99,0.58
19,1.0,0.52
20,1.0,0.53
21,1.0,0.5
22,1.0,0.51
23,1.0,0.58
24,1.0,0.63
25,1.0,0.59
26,1.0,0.6
27,1.0,0.44
28,1.0,0.52
29,1.0,0.55
30,1.0,0.64
31,1.0,0.55
32,1.0,0.59
33,1.0,0.57
34,1.0,0.54
35,1.0,0.54
36,1.0,0.51
37,1.0,0.53
38,1.0,0.57
39,1.0,0.55
