generation,label_bal,color_bal
0,0.416,0.506
1,0.42,0.511
2,0.423,0.518
3,0.464,0.484
4,0.492,0.509
5,0.463,0.479
6,0.439,0.499
7,0.453,0.5
8,0.477,0.493
9,0.498,0.485
10,0.514,0.487
11,0.477,0.515
12,0.482,0.492
13,0.501,0.5
14,0.485,0.513
15,0.496,0.491
16,0.442,0.537
17,0.489,0.523
18,0.491,0.48
19,0.465,0.493
20,0.468,0.463
21,0.492,0.508
22,0.496,0.499
23,0.489,0.511
24,0.46,0.509
25,0.447,0.502
26,0.453,0.506
27,0.465,0.477
28,0.508,0.49
29,0.478,0.498
30,0.468,0.499
31,0.519,0.501
32,0.475,0.484
33,0.503,0.507
34,0.448,0.507
35,0.488,0.481
36,0.468,0.518
37,0.465,0.52
38,0.473,0.492
39,0.459,0.497
40,0.427,0.498
