generation,label_bal,color_bal
0,0.626,0.523
1,0.662,0.479
2,0.705,0.494
3,0.738,0.499
4,0.783,0.488
5,0.798,0.527
6,0.834,0.495
7,0.877,0.487
8,0.908,0.488
9,0.919,0.491
10,0.935,0.514
11,0.955,0.495
12,0.964,0.51
13,0.982,0.48
14,0.98,0.479
15,0.977,0.496
16,0.982,0.499
17,0.98,0.524
18,0.966,0.511
19,0.981,0.522
20,0.974,0.508
21,0.977,0.508
22,0.988,0.506
23,0.984,0.503
24,0.991,0.536
25,0.991,0.496
26,0.995,0.49
27,0.987,0.503
28,0.994,0.519
29,0.989,0.518
30,0.992,0.505
31,0.991,0.509
32,0.99,0.512
33,0.991,0.481
34,0.995,0.509
35,1.0,0.455
36,0.999,0.467
37,1.0,0.473
38,1.0,0.472
39,1.0,0.473
