proba_0,proba_1,generation
0.9840931,0.9728931,0
0.989899,0.9782263,1
0.9853455,0.98048824,2
0.98856735,0.9700394,3
0.94404566,0.94267637,4
0.93005425,0.9189833,5
0.96285105,0.94366336,6
0.927378,0.93218213,7
0.94926983,0.9173372,8
0.9147436,0.9508967,9
0.93269056,0.9093988,10
0.93874747,0.9262224,11
0.94296926,0.91954947,12
0.92088777,0.8931074,13
0.95335096,0.9251886,14
0.9282632,0.91708976,15
0.95401347,0.90326405,16
0.9275364,0.9357467,17
0.9410092,0.889862,18
0.9571592,0.92020625,19
0.9089425,0.94455105,20
0.8725752,0.94195354,21
0.894943,0.8913814,22
0.8748447,0.90721184,23
0.8945592,0.8461673,24
0.8819762,0.8951546,25
0.8682339,0.8904683,26
0.91217387,0.8830392,27
0.8728949,0.8828487,28
0.85589004,0.87912536,29
0.79952043,0.8783614,30
0.8720536,0.83477813,31
0.8039283,0.88061523,32
0.82747334,0.8571267,33
0.82117194,0.80604416,34
0.8301813,0.88247967,35
0.741895,0.8673426,36
0.8019797,0.8128233,37
0.8068029,0.7891665,38
0.7687948,0.8008256,39
