generation,label_bal,color_bal
0,0.647,0.437
1,0.635,0.395
2,0.607,0.366
3,0.601,0.297
4,0.502,0.31
5,0.465,0.293
6,0.465,0.273
7,0.467,0.242
8,0.455,0.221
9,0.417,0.21
10,0.36,0.194
11,0.392,0.157
12,0.37,0.165
13,0.361,0.157
14,0.373,0.155
15,0.354,0.125
16,0.336,0.108
17,0.284,0.097
18,0.275,0.088
19,0.256,0.077
20,0.225,0.057
21,0.244,0.074
22,0.233,0.043
23,0.222,0.048
24,0.218,0.057
25,0.164,0.05
26,0.188,0.044
27,0.189,0.031
28,0.141,0.031
29,0.113,0.028
30,0.116,0.018
31,0.105,0.013
32,0.093,0.02
33,0.072,0.012
34,0.064,0.006
35,0.054,0.007
36,0.05,0.005
37,0.045,0.001
38,0.036,0.0
39,0.034,0.0
0,0.683,0.431
1,0.743,0.493
2,0.777,0.542
3,0.751,0.621
4,0.771,0.636
5,0.791,0.687
6,0.764,0.718
7,0.786,0.733
8,0.769,0.741
9,0.769,0.748
10,0.774,0.761
11,0.733,0.796
12,0.731,0.821
13,0.729,0.805
14,0.755,0.822
15,0.74,0.843
16,0.75,0.861
17,0.727,0.865
18,0.736,0.856
19,0.762,0.877
20,0.698,0.896
21,0.707,0.916
22,0.722,0.918
23,0.731,0.934
24,0.737,0.933
25,0.743,0.916
26,0.708,0.942
27,0.71,0.926
28,0.703,0.946
29,0.731,0.949
30,0.733,0.94
31,0.643,0.945
32,0.721,0.952
33,0.701,0.962
34,0.737,0.965
35,0.744,0.974
36,0.739,0.983
37,0.706,0.977
38,0.648,0.98
39,0.575,0.987
0,0.62,0.47
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,1.0
5,1.0,1.0
0,0.63,0.42
1,0.68,0.44
2,0.61,0.38
3,0.65,0.25
4,0.59,0.25
5,0.67,0.26
6,0.69,0.24
7,0.75,0.19
8,0.71,0.17
9,0.69,0.19
10,0.79,0.15
11,0.81,0.17
12,0.84,0.15
13,0.84,0.08
14,0.84,0.14
15,0.88,0.12
16,0.9,0.1
17,0.9,0.13
18,0.91,0.1
19,0.96,0.04
20,0.96,0.1
21,0.9,0.1
22,0.94,0.05
23,0.98,0.04
24,0.97,0.06
25,0.97,0.06
26,0.88,0.02
27,0.92,0.02
28,0.85,0.06
29,0.79,0.05
30,0.74,0.02
31,0.8,0.05
32,0.82,0.02
33,0.86,0.01
34,0.82,0.03
35,0.79,0.01
36,0.8,0.0
37,0.9,0.01
38,0.91,0.01
39,0.91,0.0
