generation,epoch,gen_loss
0,0,72439.57907052261
0,10,5318.963263103607
0,0,64959.10113032931
0,10,5298.943949132793
1,0,57015.67959676803
1,10,2688.114631484948
2,0,48282.28025314219
2,10,2049.3685699686735
3,0,51134.82487775061
3,10,1701.5497053001795
4,0,39022.8576451234
4,10,1422.8114049487126
5,0,44517.15839891504
5,10,1283.1110326491826
6,0,40993.47128094437
6,10,1216.5593172180625
7,0,37440.40744861705
7,10,1127.1518032381762
8,0,34297.17629639269
8,10,1049.5784367419105
9,0,28148.21063247345
9,10,974.4508771453335
10,0,31063.728291182764
10,10,863.6729212530084
11,0,29112.18738718196
11,10,802.3353474437462
12,0,31986.140579634015
12,10,774.0457990501795
13,0,29123.508734742703
13,10,706.2513733656307
14,0,24975.25089239666
14,10,600.3510745172105
15,0,25207.38735387378
15,10,460.37206852173745
16,0,24011.505410192065
16,10,460.98789571375016
17,0,23831.519959242243
17,10,452.3720652386728
18,0,26350.55705130654
18,10,443.95907436081717
19,0,21871.86642523208
19,10,440.98966565866635
20,0,23321.185110824325
20,10,432.7321900458674
21,0,22516.82247723344
21,10,431.11068524125153
22,0,21361.440503705686
22,10,423.96475354033754
23,0,19103.345583740833
23,10,420.3083426701702
24,0,19843.457323741215
24,10,410.2647739401074
25,0,17019.747768112968
25,10,398.97157589788833
26,0,19124.07032787071
26,10,393.34116100507146
27,0,21118.364555974462
27,10,384.5385491480746
28,0,17185.192508762797
28,10,379.52545285399793
29,0,14747.274577618811
29,10,371.82496639335653
30,0,18710.5604352508
30,10,367.54845840715257
31,0,18067.197459624273
31,10,367.4404588620062
32,0,19084.152583413717
32,10,362.5247454281833
33,0,15709.660402778309
33,10,351.7419201540772
34,0,16803.85411761967
34,10,350.2515896002063
35,0,16600.599147059806
35,10,349.5379063389412
36,0,18098.377778666527
36,10,339.96831335240296
37,0,17804.1528391943
37,10,335.7541494206286
38,0,20442.668989484642
38,10,339.3129552267583
39,0,16921.60238266924
39,10,328.21753295301517
0,0,30627.789781192696
0,10,5563.418205130654
0,20,5176.713505453469
0,0,30624.0635338669
0,10,5419.392314285988
0,20,5178.323429620645
1,0,0.02708029945803027
1,10,1.1194135991305583e-05
1,20,8.472369192986488e-06
2,0,0.020943469821559077
2,10,3.048564804731245e-05
2,20,0.0009291273583805257
3,0,0.016095550205934842
3,10,8.06535529264621e-06
3,20,6.866934807350212e-06
4,0,0.027650782329744928
4,10,2.327969919704642
4,20,8.65113884275837e-06
5,0,0.021532246530365486
5,10,3.3701342336090776
5,20,7.2776945178638035e-06
6,0,0.02255910791217678
6,10,2.9960686651137904e-05
6,20,5.1372194270339374e-08
7,0,0.022183258199965233
7,10,2.6845183693074208e-05
7,20,0.06285776213121717
0,0,30531.998894502598
0,10,5449.419666392879
0,20,5198.080719814907
1,0,60183.25254049511
1,10,2759.259834270897
1,20,2662.8461155973027
2,0,52020.79323139517
2,10,2034.8823994307763
2,20,1983.5590590497975
3,0,45141.248629469745
3,10,1726.4342324553027
3,20,1670.7195346524488
4,0,42077.02153690403
4,10,1474.980400104103
4,20,1422.3305864030983
5,0,35727.92817012722
5,10,1373.7298763060628
5,20,1338.304964769732
6,0,30546.577433168743
6,10,1292.018921196898
6,20,1252.160018958206
7,0,24349.378074142343
7,10,1214.049273129489
7,20,1192.1528956033198
8,0,28231.9869924979
8,10,1134.8074807910873
8,20,1124.3018178030447
9,0,26568.151094991594
9,10,1074.2230770791946
9,20,1051.2503820293398
10,0,23757.124132077093
10,10,1004.2064267184157
10,20,982.7804701229179
11,0,21489.81363952189
11,10,957.8136745909899
11,20,938.7120334466687
12,0,26695.956615793093
12,10,903.3619514595908
12,20,874.7099184068899
13,0,21993.367022152925
13,10,819.0954764443097
13,20,806.6927679756743
14,0,21017.469050549644
14,10,745.2313254806406
14,20,722.7640237598373
15,0,17686.448551094036
15,10,668.062161098191
15,20,647.2409812722054
16,0,26454.924780810667
16,10,626.8385988715809
16,20,610.8303097302872
17,0,18836.533646935648
17,10,608.119512805146
17,20,590.7157392804955
18,0,15459.866031413556
18,10,588.4444181633462
18,20,582.3571568421455
19,0,18234.981185353474
19,10,580.2439603549053
19,20,562.3071409938971
20,0,14885.476627862832
20,10,563.2858485289482
20,20,550.8596095152764
21,0,13181.121515773037
21,10,543.1683517493362
21,20,538.2759049469219
22,0,15049.242177800037
22,10,534.0820797498185
22,20,527.3433087262664
23,0,15278.2634169898
23,10,528.7602743507889
23,20,517.4581631611495
24,0,15846.820004041154
24,10,506.0437563124379
24,20,496.0342691510114
25,0,12217.722114395105
25,10,494.74903268977306
25,20,490.48881668799663
26,0,15523.42363666264
26,10,480.2062495075403
26,20,469.28014398029205
27,0,14148.002833434013
27,10,464.582288821344
27,20,461.3034395623615
28,0,15090.136556685991
28,10,452.8002302920614
28,20,445.81338829283027
29,0,13386.865696690193
29,10,442.19379923104657
29,20,426.9948083555786
30,0,13208.679240555519
30,10,414.0821621248949
30,20,411.14641647525406
31,0,14242.068934955923
31,10,390.4704134691607
31,20,385.2739019044163
32,0,11523.58841412458
32,10,388.83093119950047
32,20,380.320483741667
33,0,12260.44943476073
33,10,379.8957153171082
33,20,378.57211326095467
34,0,11704.294352412515
34,10,378.1048668299444
34,20,375.19841932376033
35,0,12508.948768522454
35,10,378.6502215471711
35,20,366.80909359659137
36,0,12850.680018044917
36,10,376.6801883912028
36,20,370.48184801022404
37,0,14047.986463476802
37,10,377.5296355529636
37,20,368.4359847164387
38,0,13811.26103318641
38,10,375.9613859367837
38,20,364.29013270445733
39,0,12863.992197349195
39,10,365.1782875713917
39,20,361.3649876228463
