proba_0,proba_1,generation
0.9985704,0.99925065,0
0.9966559,0.9964111,1
0.99544275,0.99752176,2
0.99659663,0.9977407,3
0.99466145,0.9966024,4
0.9926543,0.9956429,5
0.9898436,0.99262756,6
0.9909855,0.99405843,7
0.9939973,0.99471205,8
0.99372584,0.9962535,9
0.9879965,0.9958889,10
0.9907269,0.99544364,11
0.9883339,0.9953808,12
0.99301034,0.99587613,13
0.99580514,0.9975891,14
0.9879297,0.99521446,15
0.9935424,0.9960862,16
0.98669136,0.9941068,17
0.98606586,0.99653745,18
0.9818599,0.99592346,19
0.9851418,0.995005,20
0.99073386,0.99312437,21
0.98191327,0.9958321,22
0.98289776,0.9950349,23
0.9911395,0.99109554,24
0.9862556,0.99484843,25
0.9841466,0.992835,26
0.9778836,0.99367857,27
0.9713875,0.98810804,28
0.97973984,0.9920029,29
0.98946244,0.99079126,30
0.97691894,0.9931277,31
0.98045325,0.9940965,32
0.97307,0.98817044,33
0.97923106,0.9917989,34
0.9750089,0.9896372,35
0.9699631,0.9927314,36
0.9774557,0.9924219,37
0.9683296,0.9907717,38
0.9677063,0.98883426,39
0.99902344,0.9999625,0
0.9966743,0.99993527,0
0.9999862,0.99999577,0
1.0,nan,1
1.0,nan,2
1.0,nan,3
1.0,nan,4
1.0,nan,5
1.0,nan,6
1.0,nan,7
0.9936084,0.99974054,0
0.99885374,0.9951416,1
0.9922514,0.99975926,2
0.9819462,0.99639183,3
0.9915036,0.9998819,4
0.98039305,0.9856827,5
0.99224097,0.995456,6
0.99711937,0.987937,7
0.98435205,0.9959383,8
0.9988215,0.99788785,9
0.9934178,0.996023,10
0.9856007,0.99406034,11
0.99927217,0.9685455,12
0.98813283,0.9995238,13
0.99812704,0.973098,14
0.9957272,0.9932367,15
0.988466,0.992716,16
0.9985382,0.9982066,17
0.98871076,0.9890405,18
0.986888,0.98104125,19
0.9985441,0.9880511,20
0.9966106,0.98469937,21
0.9886104,0.9834902,22
0.99870795,0.99324477,23
0.99761516,0.970675,24
0.99678016,0.977899,25
0.99455595,0.9946758,26
0.9840247,0.9910701,27
0.99302644,0.98433495,28
0.9950307,0.9860283,29
0.9829189,0.98461413,30
0.9880301,0.95656204,31
0.9893018,0.98613393,32
0.98810047,0.9885163,33
0.9926511,0.9767759,34
0.99387634,0.96402574,35
0.988307,0.9920129,36
0.99843943,0.9938147,37
0.9958679,0.9859633,38
0.98000073,0.98550797,39
