proba_0,proba_1,generation
0.9938677,0.9952477,0
0.99323255,0.99331826,1
0.98963046,0.99336857,2
0.9876087,0.9872191,3
0.9830785,0.98668355,4
0.98409843,0.9832841,5
0.98047227,0.9863336,6
0.9808503,0.9788165,7
0.9707203,0.9834617,8
0.98168314,0.972789,9
0.980175,0.9814489,10
0.97516334,0.9804256,11
0.97961766,0.97521836,12
0.97260094,0.9677087,13
0.9806751,0.97160274,14
0.97689706,0.97912717,15
0.9661653,0.9798754,16
0.9779769,0.9796273,17
0.97341657,0.9718161,18
0.959226,0.9721697,19
0.97162336,0.97368824,20
0.97021115,0.9742468,21
0.9778139,0.96800876,22
0.96686035,0.9690027,23
0.97295904,0.9677298,24
0.9636407,0.9680345,25
0.96590894,0.9669375,26
0.96470165,0.9722401,27
0.96156186,0.9732995,28
0.96321535,0.9637429,29
0.97445476,0.9623514,30
0.95837516,0.96132666,31
0.96122736,0.9612073,32
0.95900446,0.96356815,33
0.95885664,0.96456456,34
0.9564778,0.96057767,35
0.95927626,0.960459,36
0.9584977,0.95564723,37
0.95520973,0.9510124,38
0.94107014,0.9572767,39
