generation,label_bal,color_bal
0,0.519,0.508
1,0.553,0.507
2,0.563,0.497
3,0.589,0.485
4,0.664,0.513
5,0.675,0.494
6,0.62,0.511
7,0.635,0.504
8,0.635,0.506
9,0.673,0.481
10,0.654,0.489
11,0.636,0.52
12,0.704,0.526
13,0.712,0.501
14,0.69,0.489
15,0.707,0.54
16,0.737,0.505
17,0.785,0.467
18,0.785,0.463
19,0.8,0.49
20,0.821,0.513
21,0.811,0.509
22,0.803,0.517
23,0.811,0.51
24,0.813,0.498
25,0.824,0.508
26,0.821,0.487
27,0.83,0.511
28,0.85,0.513
0,0.487,0.493
1,0.534,0.478
2,0.57,0.511
3,0.598,0.488
4,0.653,0.506
5,0.649,0.506
6,0.636,0.544
7,0.633,0.497
8,0.648,0.526
9,0.655,0.513
10,0.664,0.5
11,0.664,0.54
12,0.714,0.502
13,0.708,0.51
14,0.739,0.494
15,0.723,0.485
16,0.774,0.488
17,0.769,0.482
18,0.775,0.475
19,0.77,0.481
20,0.801,0.515
21,0.811,0.503
22,0.8,0.508
23,0.803,0.494
24,0.807,0.511
25,0.818,0.499
26,0.819,0.503
27,0.832,0.508
28,0.838,0.505
0,0.487,0.493
1,0.534,0.478
2,0.57,0.511
3,0.598,0.488
4,0.653,0.506
5,0.649,0.506
6,0.636,0.544
7,0.633,0.497
8,0.648,0.526
9,0.655,0.513
10,0.664,0.5
11,0.664,0.54
12,0.714,0.502
13,0.708,0.51
14,0.739,0.494
15,0.723,0.485
16,0.774,0.488
17,0.769,0.482
18,0.775,0.475
19,0.77,0.481
20,0.801,0.515
21,0.811,0.503
22,0.8,0.508
23,0.803,0.494
24,0.807,0.511
25,0.818,0.499
26,0.819,0.503
27,0.832,0.508
28,0.838,0.505
0,0.487,0.493
1,0.534,0.478
2,0.57,0.511
3,0.598,0.488
4,0.653,0.506
5,0.649,0.506
6,0.636,0.544
7,0.633,0.497
8,0.648,0.526
9,0.655,0.513
10,0.664,0.5
11,0.664,0.54
12,0.714,0.502
13,0.708,0.51
14,0.739,0.494
15,0.723,0.485
16,0.774,0.488
17,0.769,0.482
18,0.775,0.475
19,0.77,0.481
20,0.801,0.515
21,0.811,0.503
22,0.8,0.508
23,0.803,0.494
24,0.807,0.511
25,0.818,0.499
26,0.819,0.503
27,0.832,0.508
28,0.838,0.505
0,0.487,0.493
1,0.534,0.478
2,0.57,0.511
3,0.598,0.488
4,0.653,0.506
5,0.649,0.506
6,0.636,0.544
7,0.633,0.497
8,0.648,0.526
9,0.655,0.513
10,0.664,0.5
11,0.664,0.54
12,0.714,0.502
13,0.708,0.51
14,0.739,0.494
15,0.723,0.485
16,0.774,0.488
17,0.769,0.482
18,0.775,0.475
19,0.77,0.481
20,0.801,0.515
21,0.811,0.503
22,0.8,0.508
23,0.803,0.494
24,0.807,0.511
25,0.818,0.499
26,0.819,0.503
27,0.832,0.508
28,0.838,0.505
0,0.487,0.493
1,0.534,0.478
2,0.57,0.511
3,0.598,0.488
4,0.653,0.506
5,0.649,0.506
6,0.636,0.544
7,0.633,0.497
8,0.648,0.526
9,0.655,0.513
10,0.664,0.5
11,0.664,0.54
12,0.714,0.502
13,0.708,0.51
14,0.739,0.494
15,0.723,0.485
16,0.774,0.488
17,0.769,0.482
18,0.775,0.475
19,0.77,0.481
20,0.801,0.515
21,0.811,0.503
22,0.8,0.508
23,0.803,0.494
24,0.807,0.511
25,0.818,0.499
26,0.819,0.503
27,0.832,0.508
28,0.838,0.505
0,0.487,0.493
1,0.534,0.478
2,0.57,0.511
3,0.598,0.488
4,0.653,0.506
5,0.649,0.506
6,0.636,0.544
7,0.633,0.497
8,0.648,0.526
9,0.655,0.513
10,0.664,0.5
11,0.664,0.54
12,0.714,0.502
13,0.708,0.51
14,0.739,0.494
15,0.723,0.485
16,0.774,0.488
17,0.769,0.482
18,0.775,0.475
19,0.77,0.481
20,0.801,0.515
21,0.811,0.503
22,0.8,0.508
23,0.803,0.494
24,0.807,0.511
25,0.818,0.499
26,0.819,0.503
27,0.832,0.508
28,0.838,0.505
29,0.84,0.518
30,0.828,0.51
31,0.848,0.465
32,0.843,0.505
33,0.854,0.509
34,0.845,0.513
35,0.824,0.485
36,0.85,0.535
37,0.834,0.505
38,0.844,0.472
39,0.847,0.488
0,0.526,0.508
1,0.542,0.506
2,0.56,0.515
3,0.581,0.526
4,0.59,0.503
5,0.591,0.504
6,0.642,0.492
7,0.632,0.537
8,0.654,0.471
9,0.656,0.498
10,0.678,0.463
11,0.688,0.52
12,0.709,0.504
13,0.757,0.505
14,0.744,0.509
15,0.74,0.486
16,0.723,0.483
17,0.757,0.54
18,0.765,0.47
19,0.757,0.509
20,0.763,0.468
21,0.786,0.493
22,0.819,0.515
23,0.779,0.491
24,0.772,0.519
25,0.774,0.492
26,0.774,0.489
27,0.771,0.514
28,0.797,0.48
29,0.793,0.487
30,0.819,0.504
31,0.808,0.531
32,0.809,0.51
33,0.804,0.495
34,0.827,0.484
35,0.815,0.487
36,0.833,0.506
37,0.835,0.5
38,0.856,0.502
39,0.839,0.485
