generation,label_bal,color_bal
0,0.592,0.43
1,0.589,0.447
2,0.538,0.468
3,0.491,0.478
4,0.495,0.467
5,0.455,0.451
6,0.432,0.489
7,0.498,0.464
8,0.478,0.465
9,0.481,0.521
10,0.474,0.53
11,0.496,0.512
12,0.563,0.485
13,0.564,0.484
14,0.521,0.519
15,0.543,0.525
16,0.513,0.51
17,0.529,0.51
18,0.558,0.521
19,0.564,0.546
20,0.545,0.482
21,0.525,0.512
22,0.525,0.516
23,0.503,0.49
24,0.565,0.522
25,0.53,0.414
26,0.553,0.48
27,0.591,0.483
28,0.597,0.484
29,0.619,0.496
30,0.677,0.473
31,0.768,0.453
32,0.792,0.47
33,0.826,0.476
34,0.856,0.453
35,0.867,0.479
36,0.904,0.468
37,0.914,0.549
38,0.903,0.383
39,0.933,0.514
0,0.764,0.296
0,0.57,0.49
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
0,0.52,0.48
1,0.63,0.52
2,0.62,0.52
3,0.65,0.52
4,0.71,0.42
5,0.67,0.47
6,0.66,0.49
7,0.63,0.51
8,0.75,0.47
9,0.64,0.47
10,0.7,0.56
11,0.71,0.58
12,0.7,0.43
13,0.77,0.45
14,0.72,0.51
15,0.72,0.48
16,0.71,0.5
17,0.76,0.46
18,0.8,0.48
19,0.73,0.53
20,0.85,0.59
21,0.78,0.5
22,0.79,0.59
23,0.84,0.52
24,0.74,0.5
25,0.87,0.54
26,0.87,0.48
27,0.8,0.49
28,0.87,0.49
29,0.83,0.46
30,0.84,0.42
31,0.85,0.62
32,0.87,0.48
33,0.83,0.52
34,0.93,0.59
35,0.95,0.57
36,0.96,0.46
37,0.93,0.61
38,0.94,0.56
39,0.92,0.49
