generation,epoch,gen_loss
0,0,33205.980204910986
0,0,33179.91604666488
0,10,5471.3141451138445
0,10,5337.4745401321825
0,0,33214.01274067848
0,10,5336.364466137875
0,0,33172.96357947165
0,10,5337.3164014746335
0,0,32766.086151197662
0,10,5368.304007607159
1,0,8718.25868281059
1,10,758.565761575489
2,0,7801.076281708435
2,10,645.3778077664177
3,0,7226.60036671832
3,10,555.124878974299
4,0,5048.796846347799
4,10,485.52414999964185
5,0,5451.746229400262
5,10,440.70943609484834
6,0,4923.0129515407725
6,10,414.1764574120855
7,0,4939.018201459591
7,10,386.1688354790648
8,0,4158.015442192992
8,10,361.6751256816836
9,0,4173.06982406952
9,10,343.3306015499647
10,0,3839.6864403908876
10,10,323.4042529267029
11,0,3435.6578768331437
11,10,295.51968745672326
12,0,3628.3126737039656
12,10,269.7976551382349
13,0,3254.85362903996
13,10,246.9127800901828
14,0,3313.297432001762
14,10,227.00063113186937
15,0,3183.3313110650024
15,10,218.13996812591927
16,0,3089.419222656847
16,10,211.63710309240813
17,0,2871.3757320487994
17,10,201.98776804730477
18,0,3288.7621988982037
18,10,188.93146240682066
19,0,2818.216227785591
19,10,179.92959643226382
20,0,3405.4614205581925
20,10,179.40754778052892
21,0,2888.6506217079814
21,10,176.87504223214967
22,0,3150.803638933923
22,10,179.52323622575307
23,0,2950.0381180966106
23,10,170.95973955448216
24,0,2721.9638994958405
24,10,168.0009970070389
25,0,2745.0585388332825
25,10,166.4992759350168
26,0,2363.0373907485628
26,10,162.52832135711148
27,0,2661.493149288709
27,10,160.33771859987442
28,0,2547.692443288043
28,10,159.26696818382058
29,0,2790.169400315413
29,10,160.03399035166996
30,0,2381.9800141947776
30,10,155.65832411339346
31,0,2545.251506441671
31,10,149.8346806645102
32,0,2620.218469894894
32,10,148.20043391295343
33,0,2705.7756742370157
33,10,144.30231606406514
34,0,2761.565194724533
34,10,141.46476255011152
35,0,2337.2447955217804
35,10,135.58493433721492
36,0,2620.0170789872523
36,10,133.46260535279814
37,0,2143.5796617727115
37,10,128.9889199926101
38,0,2174.6906001830157
38,10,125.16322794869943
39,0,2567.221643163406
39,10,120.49753693671565
0,0,33228.31086085537
0,10,5424.36394621982
0,0,34227.95998600817
0,10,5324.566777534765
0,20,5233.117520581831
1,0,0.02263589269584143
1,10,2.558101631679538e-06
1,20,7.2033548113134894e-06
2,0,0.019811628018862375
2,10,16.322335562873953
2,20,2.870271238122259e-05
3,0,0.018202209117257076
3,10,0.00019757076000026709
3,20,4.1641616798671935e-06
4,0,0.020028867806513407
4,10,1.466824488181512e-05
4,20,6.854733915817047e-06
0,0,34290.30469466305
0,10,5323.987468243811
0,20,5236.192777974098
1,0,33938.13749713478
1,10,2847.468330364647
1,20,2766.4766902410606
2,0,23200.368770534078
2,10,2193.157065095412
2,20,2131.900927555299
3,0,22553.606486500037
3,10,1859.5537022821477
3,20,1808.4344031746639
4,0,21812.53922486247
4,10,1621.7942774989494
4,20,1572.3401168412859
5,0,20660.98866984547
5,10,1468.2628421550276
5,20,1440.50994261203
6,0,18504.519725249273
6,10,1352.8306666889516
6,20,1320.7620034812423
7,0,17696.709221949495
7,10,1293.5414442141657
7,20,1266.3103943617245
8,0,19655.93648135458
8,10,1221.2375897172028
8,20,1195.2344899072623
9,0,18583.88887751423
9,10,1114.8659077017114
9,20,1093.307224413585
10,0,16191.552532914215
10,10,1036.9906078982178
10,20,1014.9414751943574
11,0,18390.40289620024
11,10,994.9410207883653
11,20,964.3045255852212
12,0,17873.54042915027
12,10,929.2617756067103
12,20,915.5351883344954
13,0,14916.188014247307
13,10,886.4768190267325
13,20,864.4409945238482
14,0,16884.47624374427
14,10,844.4768542450623
14,20,817.5206610719266
15,0,15697.748688863367
15,10,793.9839076109795
15,20,781.4846015314602
16,0,18915.256250358154
16,10,753.3228722458073
16,20,737.6699405287764
17,0,16918.802830777717
17,10,734.5400575670461
17,20,714.969751334715
18,0,15026.061224529387
18,10,710.4269477825585
18,20,685.4173152709066
19,0,16711.407076287676
19,10,669.6624343983993
19,20,654.5781645460058
20,0,17518.48711367283
20,10,642.7054691081526
20,20,627.1406724552071
21,0,16773.864620441913
21,10,627.473721902936
21,20,609.9321011494308
22,0,16523.72576889374
22,10,613.6524367204214
22,20,597.8695944340712
23,0,15715.583550562777
23,10,599.0678972090369
23,20,594.3895008488214
24,0,13279.947389187615
24,10,603.1514535917921
24,20,583.9382639094495
25,0,16000.778746513983
25,10,578.8412465139822
25,20,563.8475561165285
26,0,14849.710793343616
26,10,560.2338779141676
26,20,550.8688522376175
27,0,13028.49315645176
27,10,554.4521761197041
27,20,539.2137481017917
28,0,15251.284503815517
28,10,543.7026063504021
28,20,528.6686886365372
29,0,15535.838183414673
29,10,530.2945238034125
29,20,515.6966709426097
30,0,15372.401767721385
30,10,514.7966325755224
30,20,503.59792717744784
31,0,13962.57319861228
31,10,505.47821164306043
31,20,494.64132108431863
32,0,16558.451215748682
32,10,490.29226311494784
32,20,474.8072253089662
33,0,14398.924284769446
33,10,473.7299412212045
33,20,462.4951150236619
34,0,12607.991404190623
34,10,453.66990568352213
34,20,449.299072265625
35,0,13946.526146476019
35,10,424.9972070819883
35,20,415.0433868184358
36,0,14261.379364535978
36,10,428.2234753746275
36,20,412.5422640103291
37,0,13195.162044459857
37,10,421.4234740763247
37,20,415.81683200379166
38,0,13327.456256297515
38,10,422.09227911242647
38,20,407.280794997087
39,0,15039.827347361372
39,10,420.91425344005484
39,20,410.81245843938626
