generation,label_bal,color_bal
0,0.56,0.536
1,0.537,0.505
2,0.543,0.542
3,0.58,0.545
4,0.579,0.537
5,0.643,0.496
6,0.606,0.508
7,0.639,0.559
8,0.652,0.526
9,0.7,0.582
10,0.767,0.547
11,0.824,0.55
12,0.883,0.57
13,0.928,0.539
14,0.951,0.598
15,0.988,0.53
16,0.998,0.53
17,1.0,0.53
18,1.0,0.535
19,1.0,0.553
20,1.0,0.541
21,1.0,0.543
22,1.0,0.548
23,1.0,0.512
24,1.0,0.558
25,1.0,0.557
26,1.0,0.547
27,1.0,0.563
28,1.0,0.541
29,1.0,0.585
30,1.0,0.564
31,1.0,0.568
32,1.0,0.569
33,1.0,0.58
34,1.0,0.563
35,1.0,0.612
36,1.0,0.576
37,1.0,0.583
38,1.0,0.619
39,1.0,0.603
