proba_0,proba_1,generation
0.99932057,0.9974765,0
0.9933263,0.99757564,1
0.9846776,0.99002326,2
0.9896351,0.9891169,3
0.98270285,0.983215,4
0.9826071,0.98325115,5
0.98183054,0.9827293,6
0.9788191,0.988241,7
0.9797593,0.98509717,8
0.98151195,0.9875525,9
0.9815048,0.98520976,10
0.98218274,0.9870843,11
0.9861706,0.9851393,12
0.980719,0.9843295,13
0.98775965,0.9819783,14
0.98173016,0.983604,15
0.98526704,0.98539394,16
0.97496706,0.9833828,17
0.9798712,0.98365396,18
0.9842739,0.98512024,19
0.9760387,0.98213893,20
0.9737663,0.97708225,21
0.9752699,0.9809646,22
0.97800726,0.98261553,23
0.9749647,0.97993976,24
0.9818767,0.98352873,25
0.9757808,0.98581135,26
0.97925067,0.98074615,27
0.97997695,0.97726405,28
0.9793496,0.9825656,29
0.9755489,0.9844738,30
0.98294634,0.9805264,31
0.98211175,0.9847809,32
0.9838155,0.9851562,33
0.9881469,0.9835211,34
0.98506105,0.98479635,35
0.9815584,0.9879487,36
0.97593874,0.9845218,37
0.9830197,0.9770023,38
0.9775574,0.98546195,39
0.9988199,0.99780536,0
0.9925021,0.99707335,0
0.99996865,0.99312544,0
0.99908346,nan,1
0.99923706,nan,2
0.99908876,nan,3
0.99930745,nan,4
0.99999994,0.99967515,0
0.99993795,0.99556106,1
0.982883,0.98713106,2
0.9940347,0.9968724,3
0.9915339,0.9929169,4
0.9997999,0.9927071,5
0.9910084,0.9977024,6
0.99987024,0.9979446,7
0.9998763,0.98831236,8
0.99889594,0.990079,9
0.99727464,0.9999998,10
0.97961056,0.995801,11
0.9882503,0.99677277,12
0.9837537,0.99961555,13
0.9901642,0.99294305,14
0.9991682,0.993473,15
0.9895291,0.9991627,16
0.9885324,0.98632973,17
0.9928404,0.9852788,18
0.9964636,0.99436,19
0.99329525,0.98897445,20
0.99993926,0.9995117,21
0.9910328,0.99526894,22
0.98346347,0.9910392,23
0.9987913,0.9952659,24
0.9936552,0.99987274,25
0.99984694,0.9877244,26
0.98987055,0.9877305,27
0.9984464,0.99847853,28
0.99999803,0.9999703,29
0.9902398,0.99177825,30
0.9903856,0.99999857,31
0.9996858,0.996605,32
0.9987661,0.99145764,33
0.9913776,0.98332465,34
0.9953072,0.99981505,35
0.9851341,0.9999575,36
0.9983795,0.99960136,37
0.99482936,0.98520714,38
0.9999679,0.9962878,39
