generation,label_bal,color_bal
0,1.0,0.0
1,1.0,0.0
0,0.543,0.467
1,0.539,0.47
2,0.574,0.434
3,0.531,0.473
4,0.502,0.501
5,0.55,0.46
6,0.515,0.492
7,0.498,0.506
8,0.532,0.477
9,0.567,0.438
10,0.51,0.493
11,0.547,0.455
12,0.516,0.488
13,0.52,0.482
14,0.528,0.475
15,0.542,0.463
16,0.524,0.477
17,0.505,0.499
18,0.548,0.452
19,0.549,0.455
20,0.519,0.482
21,0.542,0.459
22,0.511,0.488
23,0.537,0.46
24,0.514,0.484
25,0.537,0.465
26,0.545,0.457
27,0.534,0.467
28,0.572,0.43
29,0.536,0.467
30,0.517,0.486
31,0.515,0.486
32,0.495,0.509
33,0.546,0.456
34,0.534,0.47
35,0.524,0.477
36,0.51,0.488
37,0.527,0.472
38,0.518,0.484
39,0.526,0.473
40,0.527,0.471
0,0.558,0.483
1,0.589,0.456
2,0.606,0.433
3,0.558,0.479
4,0.528,0.496
5,0.554,0.482
6,0.55,0.494
7,0.551,0.491
8,0.573,0.471
9,0.612,0.422
10,0.553,0.495
11,0.579,0.467
12,0.563,0.48
0,0.57,0.43
1,0.62,0.39
2,0.59,0.43
3,0.58,0.45
4,0.61,0.4
5,0.52,0.51
6,0.53,0.48
7,0.59,0.43
8,0.53,0.49
9,0.59,0.43
10,0.68,0.32
0,0.55,0.42
11,0.57,0.45
1,0.61,0.39
12,0.53,0.47
2,0.63,0.44
13,0.61,0.39
3,0.67,0.46
14,0.6,0.41
4,0.59,0.43
15,0.57,0.44
5,0.41,0.51
16,0.48,0.52
6,0.41,0.51
17,0.53,0.5
7,0.48,0.44
18,0.52,0.48
8,0.49,0.48
19,0.58,0.44
9,0.45,0.43
20,0.65,0.37
10,0.58,0.33
21,0.46,0.57
11,0.46,0.45
22,0.53,0.48
12,0.45,0.47
23,0.51,0.49
13,0.51,0.4
24,0.58,0.43
14,0.48,0.42
25,0.55,0.46
15,0.47,0.44
26,0.52,0.49
16,0.42,0.52
27,0.55,0.46
17,0.53,0.48
28,0.51,0.51
18,0.54,0.48
29,0.62,0.38
19,0.6,0.41
30,0.57,0.44
20,0.59,0.4
31,0.51,0.51
21,0.43,0.58
32,0.59,0.41
22,0.51,0.5
33,0.52,0.5
23,0.49,0.52
34,0.57,0.43
24,0.58,0.43
35,0.44,0.58
25,0.55,0.47
36,0.64,0.36
26,0.48,0.52
37,0.54,0.49
27,0.54,0.46
38,0.59,0.43
28,0.47,0.53
39,0.62,0.38
29,0.62,0.39
40,0.52,0.52
30,0.53,0.5
31,0.5,0.51
32,0.6,0.41
33,0.5,0.5
34,0.56,0.45
35,0.44,0.59
36,0.62,0.39
37,0.52,0.48
38,0.58,0.43
39,0.61,0.39
40,0.63,0.39
0,0.66,0.45
0,0.66,0.45
0,0.57,0.44
1,0.59,0.41
2,0.55,0.45
3,0.54,0.47
4,0.55,0.45
5,0.5,0.52
6,0.51,0.49
7,0.57,0.43
0,0.54,0.44
1,0.52,0.38
2,0.53,0.44
3,0.53,0.46
4,0.53,0.46
5,0.42,0.5
6,0.46,0.49
7,0.49,0.43
8,0.49,0.48
9,0.49,0.45
10,0.62,0.31
11,0.51,0.46
12,0.45,0.47
13,0.57,0.42
14,0.51,0.4
15,0.46,0.46
16,0.41,0.54
17,0.49,0.47
18,0.47,0.48
19,0.53,0.42
20,0.6,0.41
21,0.45,0.56
22,0.46,0.51
23,0.45,0.5
24,0.49,0.45
25,0.5,0.44
26,0.45,0.52
27,0.51,0.45
28,0.48,0.51
29,0.61,0.38
30,0.47,0.48
31,0.43,0.51
32,0.6,0.41
33,0.46,0.49
34,0.46,0.45
35,0.34,0.59
36,0.6,0.36
37,0.44,0.48
38,0.53,0.42
39,0.48,0.38
40,0.4,0.52
