generation,label_bal,color_bal
0,0.42,0.483
1,0.438,0.526
2,0.375,0.535
3,0.4,0.537
4,0.324,0.559
5,0.348,0.526
6,0.319,0.496
7,0.271,0.54
8,0.266,0.507
9,0.28,0.489
10,0.222,0.538
11,0.219,0.514
12,0.177,0.512
13,0.17,0.524
14,0.162,0.536
15,0.194,0.5
16,0.181,0.538
17,0.207,0.536
18,0.246,0.514
19,0.227,0.536
20,0.216,0.544
21,0.209,0.529
22,0.206,0.535
23,0.199,0.516
24,0.238,0.508
25,0.197,0.526
26,0.177,0.531
27,0.213,0.465
28,0.199,0.517
29,0.202,0.502
30,0.19,0.515
31,0.204,0.484
32,0.184,0.46
33,0.165,0.497
34,0.192,0.477
35,0.162,0.502
36,0.152,0.488
37,0.147,0.491
38,0.149,0.476
39,0.139,0.485
