generation,label_bal,color_bal
0,0.46,0.29
1,0.27,0.19
2,0.19,0.3
3,0.12,0.17
4,0.09,0.27
5,0.08,0.28
6,0.08,0.32
7,0.02,0.24
8,0.04,0.24
9,0.01,0.3
