generation,label_bal,color_bal
0,0.619,0.513
1,0.652,0.451
2,0.676,0.515
3,0.693,0.521
4,0.746,0.514
5,0.759,0.525
6,0.754,0.5
7,0.798,0.545
8,0.825,0.556
9,0.863,0.518
10,0.858,0.552
11,0.867,0.583
12,0.886,0.585
13,0.887,0.589
14,0.91,0.603
15,0.926,0.614
16,0.953,0.617
17,0.957,0.627
18,0.968,0.593
19,0.975,0.599
20,0.956,0.646
21,0.985,0.585
22,0.98,0.602
23,0.996,0.619
24,0.991,0.617
25,0.995,0.651
26,0.998,0.622
27,1.0,0.628
28,1.0,0.626
29,1.0,0.597
30,1.0,0.575
31,1.0,0.592
32,1.0,0.571
33,1.0,0.537
34,1.0,0.545
35,1.0,0.567
36,1.0,0.568
37,1.0,0.553
38,1.0,0.566
39,1.0,0.55
0,0.54,0.46
0,0.69,0.45
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,1.0,0.0
7,1.0,0.0
0,0.64,0.45
1,0.64,0.39
2,0.71,0.28
3,0.68,0.27
4,0.6,0.36
5,0.45,0.36
6,0.48,0.33
7,0.49,0.29
8,0.56,0.23
9,0.49,0.2
10,0.51,0.17
11,0.52,0.19
12,0.55,0.2
13,0.52,0.29
14,0.49,0.25
15,0.42,0.11
16,0.47,0.12
17,0.43,0.17
18,0.29,0.15
19,0.42,0.11
20,0.32,0.07
21,0.44,0.08
22,0.34,0.09
23,0.38,0.09
24,0.38,0.09
25,0.29,0.07
26,0.29,0.07
27,0.27,0.06
28,0.22,0.12
29,0.29,0.04
30,0.28,0.04
31,0.23,0.06
32,0.15,0.03
33,0.28,0.05
34,0.24,0.02
35,0.15,0.03
36,0.27,0.07
37,0.25,0.03
38,0.27,0.05
39,0.26,0.03
