generation,label_bal,color_bal
0,0.538,0.5
1,0.533,0.519
2,0.548,0.504
3,0.548,0.501
4,0.576,0.524
5,0.553,0.543
6,0.604,0.529
7,0.623,0.521
8,0.645,0.531
9,0.657,0.545
10,0.692,0.515
11,0.759,0.517
12,0.842,0.525
13,0.912,0.529
14,0.94,0.533
15,0.943,0.546
16,0.98,0.524
17,0.99,0.562
18,0.999,0.532
19,1.0,0.536
20,1.0,0.56
21,1.0,0.554
22,1.0,0.537
23,0.994,0.52
24,0.993,0.56
25,0.99,0.533
26,0.99,0.489
27,0.998,0.542
28,0.988,0.532
29,0.997,0.533
30,0.997,0.569
31,0.997,0.533
32,1.0,0.538
33,0.997,0.574
34,0.997,0.525
35,0.998,0.529
36,0.995,0.52
37,0.992,0.54
38,0.972,0.523
39,0.991,0.541
