generation,label_bal,color_bal
0,0.532,0.484
1,0.523,0.51
2,0.537,0.504
3,0.526,0.517
4,0.514,0.523
5,0.538,0.507
6,0.564,0.487
7,0.575,0.482
8,0.579,0.49
9,0.579,0.489
10,0.565,0.497
11,0.577,0.499
12,0.585,0.492
13,0.574,0.505
14,0.605,0.482
15,0.549,0.51
16,0.592,0.496
17,0.579,0.499
18,0.559,0.519
19,0.569,0.513
20,0.572,0.491
21,0.564,0.485
22,0.552,0.518
23,0.586,0.481
24,0.555,0.517
25,0.545,0.508
26,0.585,0.486
27,0.564,0.514
28,0.559,0.494
29,0.584,0.476
30,0.602,0.464
31,0.58,0.488
32,0.563,0.501
33,0.56,0.511
34,0.542,0.519
35,0.568,0.495
36,0.577,0.484
37,0.56,0.511
38,0.557,0.508
39,0.545,0.518
40,0.579,0.485
0,0.51,0.49
0,0.59,0.46
0,0.55,0.45
1,0.69,0.37
2,0.67,0.43
3,0.41,0.44
4,0.65,0.39
5,0.59,0.46
6,0.67,0.41
7,0.68,0.37
8,0.66,0.41
9,0.64,0.44
0,0.61,0.46
1,0.56,0.48
2,0.6,0.43
3,0.56,0.46
4,0.55,0.47
5,0.58,0.45
6,0.54,0.48
7,0.68,0.35
8,0.66,0.35
9,0.58,0.43
10,0.57,0.45
11,0.62,0.39
12,0.69,0.36
13,0.61,0.41
14,0.58,0.46
15,0.48,0.53
16,0.68,0.36
17,0.7,0.3
18,0.6,0.41
19,0.67,0.35
20,0.56,0.49
21,0.66,0.37
22,0.68,0.35
23,0.6,0.43
24,0.54,0.5
25,0.57,0.46
26,0.56,0.47
27,0.66,0.35
28,0.66,0.37
29,0.55,0.5
30,0.6,0.41
31,0.6,0.43
32,0.62,0.43
33,0.57,0.47
34,0.66,0.35
35,0.56,0.46
36,0.67,0.38
37,0.61,0.41
38,0.64,0.39
39,0.6,0.45
40,0.5,0.56
