generation,label_bal,color_bal
0,0.413,0.502
1,0.438,0.486
2,0.428,0.471
3,0.453,0.471
4,0.453,0.456
5,0.461,0.489
6,0.485,0.476
7,0.499,0.482
8,0.537,0.481
9,0.605,0.452
10,0.63,0.47
11,0.635,0.46
12,0.679,0.482
13,0.724,0.489
14,0.788,0.476
15,0.771,0.482
16,0.776,0.466
17,0.756,0.507
18,0.763,0.466
19,0.758,0.512
20,0.781,0.458
21,0.785,0.452
22,0.759,0.46
23,0.735,0.451
24,0.736,0.48
25,0.75,0.451
26,0.757,0.435
27,0.775,0.42
28,0.763,0.445
29,0.741,0.443
30,0.753,0.447
31,0.739,0.464
32,0.764,0.437
33,0.78,0.444
34,0.791,0.442
35,0.792,0.44
36,0.789,0.448
37,0.774,0.453
38,0.78,0.458
39,0.812,0.423
