generation,label_bal,color_bal
0,0.703,0.435
1,0.733,0.443
2,0.72,0.463
3,0.722,0.469
4,0.678,0.481
5,0.71,0.48
6,0.719,0.477
7,0.711,0.49
8,0.745,0.472
9,0.745,0.486
10,0.756,0.462
11,0.753,0.453
12,0.752,0.479
13,0.757,0.44
14,0.757,0.459
15,0.759,0.451
16,0.789,0.444
17,0.776,0.445
18,0.776,0.433
19,0.789,0.402
20,0.774,0.406
21,0.795,0.415
22,0.822,0.403
23,0.843,0.391
24,0.84,0.395
25,0.816,0.396
26,0.847,0.37
27,0.849,0.382
28,0.836,0.376
29,0.897,0.346
30,0.922,0.341
31,0.909,0.367
32,0.921,0.348
33,0.918,0.357
34,0.931,0.337
35,0.909,0.358
36,0.942,0.326
37,0.926,0.307
38,0.922,0.318
39,0.935,0.278
0,0.619,0.489
1,0.628,0.506
2,0.715,0.462
3,0.737,0.448
4,0.725,0.448
5,0.784,0.426
6,0.812,0.427
7,0.825,0.42
8,0.839,0.432
9,0.844,0.432
10,0.841,0.439
11,0.825,0.426
12,0.853,0.437
13,0.831,0.442
14,0.862,0.42
0,0.675,0.451
1,0.667,0.457
2,0.696,0.408
3,0.689,0.403
4,0.661,0.438
5,0.66,0.424
6,0.659,0.415
7,0.657,0.434
8,0.645,0.44
9,0.641,0.413
10,0.613,0.405
11,0.592,0.419
12,0.578,0.408
13,0.586,0.421
14,0.585,0.425
15,0.57,0.413
16,0.548,0.422
17,0.564,0.398
18,0.554,0.415
19,0.549,0.417
20,0.527,0.422
21,0.522,0.41
22,0.51,0.417
23,0.463,0.407
24,0.49,0.456
25,0.46,0.401
26,0.423,0.378
27,0.414,0.374
28,0.407,0.385
29,0.403,0.426
30,0.395,0.433
31,0.401,0.442
32,0.345,0.417
33,0.347,0.43
34,0.301,0.408
35,0.337,0.424
36,0.323,0.43
37,0.283,0.435
38,0.271,0.449
39,0.258,0.414
0,0.57,0.51
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
0,0.66,0.49
1,0.54,0.5
2,0.74,0.46
3,0.71,0.49
4,0.68,0.44
5,0.73,0.49
6,0.75,0.47
7,0.78,0.5
8,0.67,0.56
9,0.75,0.51
10,0.76,0.51
11,0.79,0.53
12,0.69,0.52
13,0.78,0.45
14,0.79,0.53
15,0.72,0.46
16,0.77,0.48
17,0.65,0.5
18,0.63,0.56
19,0.62,0.52
20,0.63,0.63
21,0.69,0.48
22,0.71,0.56
23,0.75,0.57
24,0.76,0.53
25,0.62,0.57
26,0.73,0.54
27,0.82,0.51
28,0.79,0.52
29,0.77,0.6
30,0.83,0.64
31,0.78,0.5
32,0.77,0.59
33,0.84,0.58
34,0.87,0.6
35,0.81,0.59
36,0.76,0.52
37,0.82,0.52
38,0.81,0.49
39,0.85,0.47
