generation,label_bal,color_bal
0,0.39,0.61
1,0.4,0.57
2,0.36,0.58
3,0.26,0.54
4,0.19,0.66
5,0.18,0.66
6,0.13,0.62
7,0.06,0.74
8,0.07,0.72
9,0.07,0.66
10,0.06,0.67
11,0.07,0.55
12,0.04,0.58
13,0.02,0.73
14,0.02,0.57
15,0.0,0.69
16,0.02,0.65
17,0.01,0.75
18,0.0,0.71
19,0.0,0.61
20,0.01,0.75
21,0.01,0.64
22,0.0,0.69
23,0.0,0.71
24,0.0,0.67
25,0.0,0.7
26,0.0,0.69
27,0.0,0.79
28,0.0,0.75
29,0.0,0.78
30,0.0,0.77
31,0.0,0.74
32,0.0,0.72
33,0.0,0.71
34,0.0,0.79
35,0.0,0.78
36,0.0,0.8
37,0.0,0.77
38,0.0,0.84
39,0.0,0.86
