proba_0,proba_1,generation
0.9899159,0.9981258,0
0.95423937,0.9779211,1
0.9518908,0.9748952,2
0.96643996,0.9586142,3
0.9317306,0.9504616,4
0.9530983,0.9284503,5
0.9435865,0.92839223,6
0.942607,0.96622545,7
0.95260394,0.9504661,8
0.933499,0.92890596,9
0.90864754,0.912429,10
0.86389554,0.9297869,11
0.91155684,0.9170186,12
0.90735096,0.93893313,13
0.8902189,0.9277775,14
0.89384973,0.9057587,15
0.9019721,0.90399045,16
0.85238785,0.8974883,17
0.9092932,0.84534794,18
0.87671405,0.9070435,19
0.85515434,0.8872684,20
0.84371585,0.88861656,21
0.85726833,0.8967694,22
0.8567722,0.81388575,23
0.8683551,0.82185495,24
0.80495834,0.82514197,25
0.8020726,0.77744555,26
0.7573755,0.76747507,27
0.6858331,0.739197,28
nan,nan,29
nan,nan,30
nan,nan,31
nan,nan,32
nan,nan,33
nan,nan,34
nan,nan,35
nan,nan,36
nan,nan,37
nan,nan,38
nan,nan,39
