generation,label_bal,color_bal
0,0.49,0.42
1,0.35,0.5
2,0.31,0.66
3,0.38,0.53
4,0.33,0.6
5,0.32,0.55
6,0.38,0.52
7,0.24,0.65
8,0.26,0.55
9,0.22,0.64
10,0.27,0.56
11,0.29,0.57
12,0.36,0.53
13,0.28,0.6
14,0.3,0.54
15,0.35,0.57
16,0.34,0.61
17,0.3,0.51
18,0.33,0.52
19,0.36,0.57
20,0.33,0.51
21,0.35,0.53
22,0.3,0.56
23,0.39,0.58
24,0.28,0.65
25,0.38,0.64
26,0.48,0.57
27,0.56,0.55
28,0.59,0.59
29,1.0,1.0
30,1.0,1.0
31,1.0,1.0
32,1.0,1.0
33,1.0,1.0
34,1.0,1.0
35,1.0,1.0
36,1.0,1.0
37,1.0,1.0
38,1.0,1.0
39,1.0,1.0
