generation,epoch,gen_loss
0,0,30609.502989379584
0,10,5421.294452695217
0,20,5228.698544229447
1,0,59514.31667367054
1,10,2819.4191715455
1,20,2772.929443359375
2,0,31290.45370699782
2,10,2220.9312553125956
2,20,2140.650179016561
3,0,27150.10585018242
3,10,1882.19890029273
3,20,1833.349097813837
4,0,25147.502551836606
4,10,1673.6374926578737
4,20,1615.021635097513
5,0,20287.49019796283
5,10,1519.5995822151017
5,20,1485.071476495645
6,0,19503.8351585183
6,10,1421.791484804783
6,20,1380.8044720115754
7,0,20471.762090631684
7,10,1315.3487038460803
7,20,1286.372669024106
8,0,17641.266640959275
8,10,1229.0522902658925
8,20,1199.3846143055662
9,0,19797.995374460384
9,10,1146.7387438636538
9,20,1125.9474336582175
10,0,18097.430217267247
10,10,1079.0747717971615
10,20,1051.1304613780276
11,0,18810.315375069244
11,10,1018.083718297534
11,20,995.2068024800867
12,0,20653.06153000363
12,10,965.8274674916909
12,20,943.5302309068899
13,0,17410.592565112125
13,10,894.3357130577629
13,20,875.6777748163871
14,0,15514.814592207556
14,10,834.8510637726353
14,20,824.7520859398877
15,0,17718.27669250936
15,10,797.470338704825
15,20,770.1639834079882
16,0,17555.22686155734
16,10,738.8086852281193
16,20,727.3591983114303
17,0,15964.572309498682
17,10,693.46253680017
17,20,674.8073837914502
18,0,15179.91769297257
18,10,679.1858993567581
18,20,665.0817988985617
19,0,14567.533729459954
19,10,666.9329645954309
19,20,653.1257152604007
20,0,15248.578757139174
20,10,663.4015662606013
20,20,640.8780022133825
21,0,14491.240716537812
21,10,639.8333829772502
21,20,629.4823606906135
22,0,14516.060273485253
22,10,639.1173959746046
22,20,620.4999149387799
23,0,14181.408426671856
23,10,622.4935854886155
23,20,606.1427539181884
24,0,12416.73653331654
24,10,603.8718812378228
24,20,588.0509113787439
25,0,12953.674361175314
25,10,584.7014388478473
25,20,575.2690623686774
26,0,13864.05872820642
26,10,564.9997758562232
26,20,553.5565104962561
27,0,13167.65155118835
27,10,554.3830777566999
27,20,545.4663894019092
28,0,12290.858719879374
28,10,539.5915601958856
28,20,531.3269689135564
29,0,12182.938928133119
29,10,522.052558134121
29,20,512.3365626253534
30,0,12776.674115542386
30,10,505.06442253280676
30,20,491.800287298002
31,0,11891.813454476429
31,10,485.6487869971539
31,20,479.38593073987147
32,0,13511.400218861027
32,10,468.7859173986906
32,20,460.9941586072404
33,0,11057.21408670514
33,10,450.9903947228616
33,20,445.8869728890491
34,0,12196.946225938122
34,10,438.9790653144818
34,20,426.8057918781756
35,0,11671.161697648848
35,10,426.4469773122326
35,20,413.09167584929895
36,0,11185.649456518495
36,10,403.532171347322
36,20,396.504252986395
37,0,10930.835448771059
37,10,383.2079390173728
37,20,377.7006666561211
38,0,10497.978659333694
38,10,362.12923903337025
38,20,359.252236886246
39,0,11827.186668041575
39,10,357.9068537108181
39,20,348.8468534660806
