generation,label_bal,color_bal
0,0.47,0.5
1,0.55,0.51
1,0.46,0.58
2,0.51,0.51
3,0.49,0.51
4,0.58,0.52
5,0.54,0.56
6,0.52,0.55
7,0.6,0.57
8,0.49,0.54
9,0.56,0.56
10,0.5,0.59
11,0.53,0.6
12,0.57,0.5
13,0.6,0.57
14,0.6,0.55
15,0.46,0.61
16,0.51,0.62
17,0.54,0.59
18,0.43,0.61
19,0.59,0.51
20,0.6,0.64
21,0.52,0.52
22,0.59,0.61
23,0.48,0.6
24,0.54,0.57
24,0.43,0.51
25,0.5,0.56
26,0.5,0.52
27,0.49,0.5
28,0.53,0.58
29,0.4,0.6
30,0.42,0.6
31,0.35,0.55
32,0.31,0.63
32,0.36,0.6
33,0.31,0.58
34,0.31,0.56
35,0.3,0.72
36,0.28,0.58
37,0.28,0.65
37,0.28,0.63
38,0.27,0.53
39,0.3,0.56
