proba_0,proba_1,generation
0.99884063,0.9985855,0
0.9983624,0.9987871,1
0.99878544,0.996419,2
0.9994194,0.998364,3
0.9990928,0.9990579,4
0.9972405,0.99946225,5
0.99865615,0.99841046,6
0.99740446,0.9966456,7
0.99763227,0.9945403,8
0.99881846,0.9966778,9
0.9964877,0.9983469,10
0.99944365,0.99868786,11
0.9987755,0.9978836,12
0.9985826,0.9983367,13
0.9992438,0.9979154,14
0.99575454,0.99785537,15
0.99848115,0.99572855,16
0.9988845,0.9991134,17
0.9991657,0.99854827,18
0.9979636,0.9982896,19
0.99943286,0.9987725,20
0.9993442,0.9974925,21
0.99824685,0.998183,22
0.9983801,0.99841434,23
0.9980985,0.9971283,24
0.9985819,0.9978556,25
0.99937475,0.99567693,26
0.9977157,0.99691623,27
0.9991132,0.99709284,28
0.9991992,0.99979657,29
0.9977625,0.99889123,30
0.99864244,0.9975138,31
0.9977528,0.997227,32
0.99923646,0.9989469,33
0.9989826,0.9992789,34
0.9976634,0.9993053,35
0.99884415,0.99877685,36
0.9984363,0.99861175,37
0.9983801,0.99566114,38
0.99859583,0.9986136,0
0.99803877,0.997961,1
0.9965803,0.99806416,2
0.9977109,0.99803287,3
0.9967611,0.99838895,4
0.9975846,0.9969821,5
0.99923503,0.99722767,6
0.9967676,0.9974859,7
0.9980859,0.99665666,8
0.9976862,0.9966632,9
0.99856097,0.99881405,10
0.99703896,0.9959486,11
0.99829316,0.9980844,12
0.9998411,0.997764,13
0.9987369,0.9980783,14
0.998902,0.99855936,15
0.99910545,0.997061,16
0.9990877,0.99860156,17
0.99869305,0.99801576,18
0.99753416,0.9973315,19
0.9989682,0.99839586,20
0.9980106,0.99882084,21
0.99798226,0.99705184,22
0.99862957,0.9971923,23
0.99693066,0.99732876,24
0.9993524,0.99545926,25
0.9983469,0.9976714,26
0.99907196,0.9979835,27
0.99772656,0.99618006,28
0.9992978,0.99785674,29
0.99960035,0.99782395,30
0.9965834,0.99828523,31
0.9965641,0.9984227,32
0.99868447,0.9962719,33
0.9975031,0.99714553,34
0.99824667,0.99942154,35
0.99886656,0.99789196,36
0.99635994,0.9987625,37
0.99978834,0.99919873,38
0.9979266,0.99547076,39
0.99835324,0.9981197,40
0.98834956,0.99887085,0
1.0,0.9999999,1
0.99845856,0.98986953,2
0.99998945,0.9995223,3
0.998027,0.99894917,4
0.99991536,0.99459904,5
0.9994296,1.0,6
0.99903494,0.9999753,7
0.9993782,0.9999863,8
0.9999857,0.99999857,9
0.9998115,1.0,0
0.9999607,1.0,1
0.99989295,1.0,2
0.99999994,0.99656886,3
0.99779457,1.0,4
0.9996796,0.9969402,5
0.9971605,0.999947,6
0.99221843,0.99925905,7
0.99661136,0.99999934,8
0.99995184,0.9999995,9
0.9999968,0.99999994,10
1.0,0.9999997,11
0.99999654,0.998242,12
0.99999064,0.9933475,13
1.0,0.9913849,14
1.0,0.9999791,15
0.9985771,1.0,16
0.9999994,1.0,17
0.99932075,0.9999497,18
0.99999964,0.99919415,19
0.99994314,1.0,20
0.99480677,1.0,21
1.0,0.9926551,22
0.9993377,0.9990402,23
0.99398196,0.99987084,24
0.99990904,0.99889225,25
0.9997807,0.9983455,26
0.9995989,1.0,27
0.9999973,1.0,28
0.99999934,0.9989448,29
0.99998325,0.9889019,30
0.99999994,0.99900585,31
0.99241656,0.99991655,32
1.0,0.99999994,33
0.9999985,0.99219537,34
0.9999988,0.99996305,35
0.99693596,0.9999726,36
1.0,1.0,37
0.9985449,0.9983348,38
0.9977823,0.9999991,39
0.9987688,0.9998496,40
