generation,label_bal,color_bal
0,0.632,0.418
1,0.752,0.444
2,0.756,0.43
3,0.709,0.405
4,0.758,0.429
5,0.715,0.422
6,0.683,0.432
7,0.677,0.429
8,0.689,0.425
9,0.654,0.449
10,0.68,0.451
11,0.722,0.419
12,0.743,0.453
13,0.72,0.428
14,0.724,0.422
15,0.712,0.449
16,0.72,0.416
17,0.703,0.442
18,0.613,0.42
19,0.661,0.401
20,0.693,0.434
21,0.76,0.445
22,0.737,0.422
23,0.741,0.443
24,0.704,0.422
25,0.735,0.422
26,0.78,0.415
27,0.723,0.445
28,0.668,0.455
29,0.633,0.43
30,0.629,0.445
31,0.669,0.445
32,0.635,0.419
33,0.602,0.423
34,0.571,0.418
35,0.57,0.424
36,0.565,0.426
37,0.502,0.43
38,0.546,0.443
0,0.594,0.48
1,0.625,0.454
2,0.631,0.439
3,0.634,0.438
4,0.678,0.453
5,0.657,0.454
6,0.638,0.451
7,0.601,0.425
8,0.58,0.476
9,0.63,0.45
10,0.626,0.463
11,0.627,0.439
12,0.617,0.45
13,0.707,0.445
14,0.701,0.419
15,0.694,0.436
16,0.659,0.434
17,0.61,0.446
18,0.592,0.424
19,0.559,0.463
20,0.56,0.458
21,0.631,0.442
22,0.624,0.466
23,0.645,0.428
24,0.621,0.473
25,0.686,0.44
26,0.69,0.439
27,0.711,0.448
28,0.732,0.458
29,0.784,0.429
30,0.789,0.47
31,0.763,0.425
32,0.798,0.432
33,0.815,0.447
34,0.846,0.436
35,0.811,0.45
36,0.786,0.452
37,0.747,0.435
38,0.712,0.416
39,0.713,0.423
40,0.713,0.472
0,0.59,0.5
1,0.46,0.55
2,0.6,0.44
3,0.48,0.55
4,0.59,0.39
5,0.57,0.48
6,0.51,0.53
7,0.53,0.49
8,0.49,0.52
9,0.56,0.49
0,0.55,0.48
1,0.5,0.51
2,0.54,0.49
3,0.56,0.44
4,0.56,0.44
5,0.6,0.4
6,0.6,0.45
7,0.59,0.42
8,0.58,0.46
9,0.62,0.42
10,0.56,0.45
11,0.56,0.47
12,0.58,0.47
13,0.59,0.45
14,0.6,0.46
15,0.61,0.46
16,0.56,0.44
17,0.66,0.35
18,0.59,0.5
19,0.58,0.44
20,0.57,0.43
21,0.62,0.46
22,0.64,0.42
23,0.54,0.52
24,0.64,0.41
25,0.55,0.51
26,0.54,0.5
27,0.65,0.37
28,0.65,0.4
29,0.63,0.44
30,0.68,0.4
31,0.58,0.46
32,0.59,0.49
33,0.56,0.49
34,0.61,0.46
35,0.62,0.45
36,0.61,0.47
37,0.63,0.42
38,0.53,0.56
39,0.6,0.44
40,0.56,0.55
