generation,label_bal,color_bal
0,0.815,0.453
1,0.797,0.472
2,0.814,0.484
3,0.815,0.492
4,0.838,0.483
5,0.814,0.497
6,0.831,0.458
7,0.838,0.49
8,0.862,0.455
9,0.82,0.46
10,0.817,0.472
11,0.789,0.442
12,0.8,0.515
13,0.816,0.494
14,0.841,0.449
15,0.799,0.467
16,0.823,0.453
17,0.799,0.478
18,0.815,0.448
19,0.793,0.48
20,0.811,0.484
21,0.817,0.466
22,0.793,0.494
23,0.775,0.48
24,0.802,0.484
25,0.83,0.464
26,0.84,0.469
27,0.845,0.481
28,0.876,0.46
29,0.855,0.468
30,0.868,0.43
31,0.849,0.473
32,0.845,0.445
33,0.845,0.476
34,0.817,0.492
35,0.858,0.484
36,0.868,0.477
37,0.83,0.473
38,0.849,0.45
39,0.84,0.47
40,0.847,0.485
0,0.916,0.0
1,0.955,0.0
2,0.958,0.0
3,0.973,0.0
4,0.974,0.0
5,0.97,0.0
6,0.974,0.0
7,0.987,0.0
8,0.992,0.0
9,0.993,0.0
10,0.997,0.0
11,1.0,0.0
12,1.0,0.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,1.0,0.0
17,1.0,0.0
18,1.0,0.0
19,1.0,0.0
20,1.0,0.0
21,1.0,0.0
22,1.0,0.0
23,1.0,0.0
24,1.0,0.0
25,1.0,0.0
26,1.0,0.0
27,1.0,0.0
28,1.0,0.0
29,1.0,0.0
30,1.0,0.0
31,1.0,0.0
32,1.0,0.0
33,1.0,0.0
34,1.0,0.0
35,1.0,0.0
0,0.58,0.57
1,0.66,0.45
2,0.73,0.41
3,0.68,0.47
4,0.71,0.4
5,0.72,0.4
6,0.75,0.48
7,0.78,0.43
8,0.67,0.47
9,0.7,0.45
10,0.75,0.44
11,0.74,0.49
12,0.73,0.47
13,0.78,0.46
14,0.64,0.41
15,0.83,0.36
16,0.72,0.5
17,0.75,0.5
18,0.73,0.5
19,0.77,0.39
20,0.74,0.5
21,0.76,0.46
22,0.83,0.43
23,0.81,0.49
24,0.8,0.41
25,0.78,0.49
26,0.74,0.4
27,0.86,0.33
28,0.86,0.43
29,0.87,0.37
30,0.73,0.43
31,0.86,0.5
32,0.88,0.42
33,0.79,0.45
34,0.78,0.49
35,0.79,0.48
36,0.74,0.52
37,0.87,0.44
38,0.8,0.51
39,0.75,0.5
40,0.85,0.38
0,0.56,0.5
1,0.64,0.45
2,0.64,0.44
3,0.71,0.46
4,0.67,0.52
5,0.56,0.51
6,0.62,0.53
7,0.62,0.5
0,0.58,0.49
1,0.56,0.45
2,0.55,0.42
3,0.6,0.5
4,0.47,0.52
5,0.55,0.51
6,0.45,0.51
7,0.51,0.5
8,0.54,0.48
9,0.51,0.55
10,0.49,0.55
11,0.59,0.48
12,0.46,0.51
13,0.49,0.5
14,0.57,0.49
15,0.56,0.43
16,0.57,0.45
17,0.5,0.46
18,0.55,0.44
19,0.58,0.4
20,0.45,0.49
21,0.45,0.48
22,0.43,0.45
23,0.45,0.46
24,0.41,0.44
25,0.39,0.43
26,0.46,0.54
27,0.45,0.44
28,0.41,0.45
29,0.36,0.59
30,0.43,0.43
31,0.44,0.51
32,0.44,0.47
33,0.49,0.45
34,0.36,0.54
35,0.46,0.58
36,0.42,0.51
37,0.54,0.42
38,0.51,0.42
39,0.53,0.44
40,0.41,0.54
