proba_0,proba_1,generation
0.99793607,0.9962135,0
0.9923787,0.9939077,1
0.99361664,0.9907356,2
0.98812366,0.986422,3
0.98402876,0.98874474,4
0.9831659,0.9907412,5
0.98604214,0.98587763,6
0.98146695,0.98910266,7
0.98012394,0.9846676,8
0.981388,0.98697025,9
0.98057747,0.9844505,10
0.98273104,0.97812176,11
0.9786478,0.9831049,12
0.97771287,0.98314476,13
0.977524,0.97572535,14
0.9750344,0.98326004,15
0.9711931,0.9765112,16
0.97191066,0.9751122,17
0.974725,0.97188675,18
0.97671276,0.977858,19
0.9719639,0.97071064,20
0.97603786,0.9744207,21
0.9774927,0.9728529,22
0.973174,0.9688444,23
0.97262824,0.9689631,24
0.9685668,0.96523595,25
0.97141916,0.9675003,26
0.9714593,0.9645586,27
0.96554863,0.9731227,28
0.9662324,0.96673846,29
0.9668224,0.9698497,30
0.96732086,0.9732811,31
0.97141004,0.9660045,32
0.9725769,0.97121483,33
0.96688616,0.9679333,34
0.9683834,0.95983475,35
0.9677826,0.9654678,36
0.966774,0.9706625,37
0.9602646,0.96797216,38
0.9696512,0.962937,39
