generation,epoch,gen_loss
0,0,0.5482517295522885
0,10,0.52626878751805
0,20,0.5247825797319224
1,0,0.5833660310966039
1,10,0.5686067398286091
1,20,0.5681062446872018
2,0,0.6009860526559487
2,10,0.5893798614119958
2,20,0.5888049210533031
3,0,0.6099859304351252
3,10,0.6002686327827051
3,20,0.599812609922586
4,0,0.6173024136081057
4,10,0.6080558248004824
4,20,0.6078192443124153
5,0,0.6229112793299012
5,10,0.6144396903098754
5,20,0.6141785671641616
6,0,0.6279140892175009
6,10,0.6208573614229571
6,20,0.620672178811997
7,0,0.63043521611758
7,10,0.6236954296488058
7,20,0.6232556201892454
8,0,0.6318240787295051
8,10,0.6256967994776912
8,20,0.6253596213909814
9,0,0.6329703960544283
9,10,0.6270368780308174
9,20,0.6266685426938083
