generation,label_bal,color_bal
0,0.648,0.502
1,0.692,0.441
2,0.73,0.465
3,0.75,0.478
4,0.789,0.474
5,0.802,0.513
6,0.831,0.471
7,0.85,0.469
8,0.884,0.468
9,0.894,0.503
10,0.916,0.465
11,0.943,0.483
12,0.944,0.479
13,0.957,0.485
14,0.966,0.495
15,0.989,0.487
16,0.998,0.479
17,1.0,0.473
18,0.999,0.488
19,1.0,0.49
20,1.0,0.493
21,1.0,0.462
22,1.0,0.475
23,1.0,0.503
24,1.0,0.481
25,1.0,0.483
26,1.0,0.506
27,1.0,0.529
28,1.0,0.516
29,1.0,0.481
30,1.0,0.505
31,1.0,0.484
32,1.0,0.489
33,1.0,0.499
34,1.0,0.504
35,1.0,0.486
36,1.0,0.515
37,1.0,0.521
38,1.0,0.512
39,1.0,0.51
