proba_0,proba_1,generation
0.9950805,0.99544966,0
0.99261284,0.9916308,1
0.9876444,0.9916881,2
0.9893707,0.98342305,3
0.98010457,0.98519725,4
0.979211,0.9810422,5
0.98141783,0.9823734,6
0.97821635,0.9802904,7
0.9754506,0.9807031,8
0.97934824,0.982327,9
0.97430897,0.9699853,10
0.9744572,0.9726021,11
0.97650826,0.9740666,12
0.98198235,0.97617733,13
0.9790454,0.9757639,14
0.98164666,0.9785129,15
0.9867349,0.97838914,16
0.97543603,0.97667193,17
0.98217905,0.9717436,18
0.9854215,0.97398156,19
0.9790522,0.9788266,20
0.981779,0.9730711,21
0.9819606,0.9765897,22
0.98226017,0.9795841,23
0.9738507,0.9770728,24
0.9764659,0.97525144,25
0.97995824,0.97837013,26
0.9783792,0.9706293,27
0.97962767,0.9695718,28
0.9810077,0.97473425,29
0.9821931,0.9755712,30
0.97816813,0.9722777,31
0.9966913,0.99229676,0
0.9961877,0.9899635,1
0.9901784,0.99056005,2
0.98567766,0.98419064,3
0.98399514,0.9838405,4
0.98483753,0.98206455,5
0.9764946,0.97832394,6
0.9744105,0.97668767,7
0.97615016,0.97606474,8
0.9743193,0.97508115,9
0.97454244,0.97647244,10
0.9710918,0.9723373,11
0.98044455,0.97735906,12
0.9739198,0.97798246,13
0.9819966,0.97849756,14
0.98114324,0.9734293,15
0.98125744,0.9762044,16
0.97768843,0.97271013,17
0.9799851,0.97384137,18
0.9743936,0.9673612,19
0.9744564,0.97480327,20
0.9824981,0.9736234,21
0.9810685,0.9715983,22
0.97890145,0.9745847,23
0.98140997,0.9676607,24
0.9750276,0.97270846,25
0.9795281,0.9778243,26
0.97538275,0.9728202,27
0.98021185,0.97290665,28
0.9795686,0.97330105,29
0.9783171,0.97358066,30
0.98196787,0.97112775,31
0.9966913,0.99229676,0
0.9961877,0.9899635,1
0.9901784,0.99056005,2
0.98567766,0.98419064,3
0.98399514,0.9838405,4
0.98483753,0.98206455,5
0.9764946,0.97832394,6
0.9744105,0.97668767,7
0.97615016,0.97606474,8
0.9743193,0.97508115,9
0.97454244,0.97647244,10
0.9710918,0.9723373,11
0.98044455,0.97735906,12
0.9739198,0.97798246,13
0.9819966,0.97849756,14
0.98114324,0.9734293,15
0.98125744,0.9762044,16
0.97768843,0.97271013,17
0.9799851,0.97384137,18
0.9743936,0.9673612,19
0.9744564,0.97480327,20
0.9824981,0.9736234,21
0.9810685,0.9715983,22
0.97890145,0.9745847,23
0.98140997,0.9676607,24
0.9750276,0.97270846,25
0.9795281,0.9778243,26
0.97538275,0.9728202,27
0.98021185,0.97290665,28
0.9795686,0.97330105,29
0.9783171,0.97358066,30
0.98196787,0.97112775,31
0.9966913,0.99229676,0
0.9961877,0.9899635,1
0.9901784,0.99056005,2
0.98567766,0.98419064,3
0.98399514,0.9838405,4
0.98483753,0.98206455,5
0.9764946,0.97832394,6
0.9744105,0.97668767,7
0.97615016,0.97606474,8
0.9743193,0.9750811,9
0.97454244,0.97647244,10
0.9710918,0.9723373,11
0.98044455,0.97735906,12
0.9739198,0.97798246,13
0.9819966,0.97849756,14
0.98114324,0.9734293,15
0.98125744,0.9762044,16
0.97768843,0.97271013,17
0.9799851,0.97384137,18
0.9743936,0.9673612,19
0.9744564,0.97480327,20
0.9824981,0.9736234,21
0.9810685,0.9715983,22
0.97890145,0.9745847,23
0.98140997,0.9676607,24
0.9750276,0.97270846,25
0.9795281,0.9778243,26
0.97538275,0.9728202,27
0.98021185,0.97290665,28
0.9795686,0.97330105,29
0.9783171,0.97358066,30
0.98196787,0.97112775,31
0.9966913,0.99229676,0
0.9961877,0.9899635,1
0.9901784,0.99056005,2
0.98567766,0.98419064,3
0.98399514,0.9838405,4
0.98483753,0.98206455,5
0.9764946,0.97832394,6
0.9744105,0.97668767,7
0.97615016,0.97606474,8
0.9743193,0.97508115,9
0.97454244,0.97647244,10
0.9710918,0.9723373,11
0.98044455,0.97735906,12
0.9739198,0.97798246,13
0.9819966,0.97849756,14
0.98114324,0.9734293,15
0.98125744,0.9762044,16
0.97768843,0.97271013,17
0.9799851,0.97384137,18
0.9743936,0.9673612,19
0.9744564,0.97480327,20
0.9824981,0.9736234,21
0.9810685,0.9715983,22
0.97890145,0.9745847,23
0.98140997,0.9676607,24
0.9750276,0.97270846,25
0.9795281,0.9778243,26
0.97538275,0.9728202,27
0.98021185,0.97290665,28
0.9795686,0.97330105,29
0.9783171,0.97358066,30
0.98196787,0.97112775,31
0.9966913,0.99229676,0
0.9961877,0.9899635,1
0.9901784,0.99056005,2
0.98567766,0.98419064,3
0.98399514,0.9838405,4
0.98483753,0.98206455,5
0.9764946,0.97832394,6
0.9744105,0.97668767,7
0.97615016,0.97606474,8
0.9743193,0.97508115,9
0.97454244,0.97647244,10
0.9710918,0.9723373,11
0.98044455,0.97735906,12
0.9739198,0.97798246,13
0.9819966,0.97849756,14
0.98114324,0.9734293,15
0.98125744,0.9762044,16
0.97768843,0.97271013,17
0.9799851,0.97384137,18
0.9743936,0.9673612,19
0.9744564,0.97480327,20
0.9824981,0.9736234,21
0.9810685,0.9715983,22
0.97890145,0.9745847,23
0.98140997,0.9676607,24
0.9750276,0.97270846,25
0.9795281,0.9778243,26
0.97538275,0.9728202,27
0.98021185,0.97290665,28
0.9795686,0.97330105,29
0.9783171,0.97358066,30
0.98196787,0.97112775,31
0.9966913,0.99229676,0
0.9961877,0.9899635,1
0.9901784,0.99056005,2
0.98567766,0.98419064,3
0.98399514,0.9838405,4
0.98483753,0.98206455,5
0.9764946,0.97832394,6
0.9744105,0.97668767,7
0.97615016,0.97606474,8
0.9743193,0.97508115,9
0.97454244,0.97647244,10
0.9710918,0.9723373,11
0.98044455,0.97735906,12
0.9739198,0.97798246,13
0.9819966,0.97849756,14
0.98114324,0.9734293,15
0.98125744,0.9762044,16
0.97768843,0.97271013,17
0.9799851,0.97384137,18
0.9743936,0.9673612,19
0.9744564,0.97480327,20
0.9824981,0.9736234,21
0.9810685,0.9715983,22
0.97890145,0.9745847,23
0.98140997,0.9676607,24
0.9750276,0.97270846,25
0.9795281,0.9778243,26
0.97538275,0.9728202,27
0.98021185,0.97290665,28
0.9795686,0.97330105,29
0.9783171,0.97358066,30
0.98196787,0.97112775,31
0.9785155,0.96722007,32
0.9806012,0.9746036,33
0.9809657,0.9682171,34
0.976451,0.9660384,35
0.97389454,0.9659677,36
0.9781363,0.9659259,37
0.97829413,0.9587583,38
0.9781258,0.96760094,39
0.9959691,0.9943094,0
0.9946891,0.99086815,1
0.9898038,0.9901631,2
0.98538023,0.98570096,3
0.98386776,0.9840809,4
0.98114496,0.98327434,5
0.98303485,0.98465014,6
0.97839624,0.9864329,7
0.9782781,0.9817868,8
0.9806819,0.98483425,9
0.9780915,0.97625107,10
0.9817294,0.9752557,11
0.97834533,0.96573615,12
0.984266,0.98260444,13
0.9841676,0.9862388,14
0.98134357,0.9804847,15
0.9840021,0.9805151,16
0.9821308,0.98029625,17
0.9857123,0.9790827,18
0.9892806,0.9724692,19
0.98209006,0.969232,20
0.98704046,0.9783242,21
0.9867405,0.97214246,22
0.98314434,0.9702535,23
0.9846565,0.9820807,24
0.9877115,0.97469944,25
0.98645765,0.9750285,26
0.9855866,0.98041135,27
0.9871146,0.9697955,28
0.986692,0.97640187,29
0.98549986,0.9696244,30
0.98576355,0.9796233,31
0.98878956,0.96949625,32
0.9857201,0.9772005,33
0.9839213,0.9766285,34
0.9872764,0.9731865,35
0.98459405,0.97895205,36
0.9870551,0.97938484,37
0.9840962,0.9767569,38
0.98747003,0.9844943,39
