proba_0,proba_1,generation
0.99460953,0.99695617,0
0.9917625,0.99540156,1
0.99384004,0.9901425,2
0.9904582,0.99277186,3
0.9956337,0.9964644,4
0.9934041,0.99062496,5
0.99468696,0.9970972,6
0.99286985,0.9951379,7
0.9904724,0.99544495,8
0.9933964,0.9926776,9
0.9938858,0.994,10
0.9931004,0.99630344,11
0.99375635,0.99084365,12
0.986927,0.98981905,13
0.98531973,0.98989844,14
0.98713696,0.9883795,15
0.9909418,0.99204093,16
0.994618,0.9937016,17
0.99270105,0.9878248,18
0.98855054,0.9927747,19
0.9906086,0.9936957,20
0.9950765,0.99207044,21
0.9924416,0.99288386,22
0.99580574,0.99664146,23
0.9916285,0.9911349,24
0.9932147,0.9918132,25
0.9883775,0.9916738,26
0.9895307,0.99250144,27
0.99633384,0.9941501,28
0.9916916,0.9913802,29
0.9892003,0.9928069,30
0.98900884,0.9893066,31
0.9917048,0.9939341,32
0.9927883,0.99269444,33
0.9959976,0.993107,34
0.9926827,0.9913012,35
0.99217933,0.9886563,36
0.9951822,0.99209964,37
0.9934439,0.9940396,38
0.9896993,0.99269617,39
