generation,label_bal,color_bal
0,0.498,0.495
1,0.556,0.505
2,0.498,0.531
3,0.516,0.555
4,0.578,0.538
5,0.599,0.533
6,0.634,0.55
7,0.687,0.538
8,0.694,0.531
9,0.741,0.564
10,0.802,0.562
11,0.863,0.53
12,0.884,0.555
13,0.938,0.544
14,0.955,0.532
15,0.987,0.56
16,0.991,0.557
17,0.992,0.572
18,0.993,0.566
19,0.993,0.52
20,0.996,0.534
21,0.996,0.564
22,0.993,0.567
23,0.995,0.556
24,0.995,0.519
25,0.998,0.542
26,1.0,0.537
27,0.999,0.53
28,0.999,0.546
29,0.999,0.51
30,0.999,0.53
31,0.999,0.539
32,1.0,0.553
33,0.998,0.514
34,1.0,0.514
35,1.0,0.525
36,1.0,0.557
37,1.0,0.54
38,1.0,0.551
39,1.0,0.528
