generation,label_bal,color_bal
0,0.553,0.51
1,0.543,0.515
2,0.456,0.542
3,0.421,0.515
4,0.438,0.496
5,0.451,0.493
6,0.388,0.504
7,0.387,0.503
8,0.399,0.514
9,0.39,0.502
10,0.387,0.542
11,0.417,0.508
12,0.384,0.515
13,0.431,0.518
14,0.398,0.511
15,0.389,0.511
16,0.38,0.521
17,0.414,0.505
18,0.382,0.497
19,0.405,0.5
20,0.413,0.521
21,0.444,0.492
22,0.421,0.495
23,0.442,0.513
24,0.502,0.551
25,0.514,0.55
26,0.534,0.501
27,0.51,0.488
28,0.501,0.53
29,0.546,0.514
30,0.522,0.514
31,0.586,0.487
32,0.567,0.523
33,0.559,0.505
34,0.583,0.491
35,0.58,0.502
36,0.62,0.497
37,0.641,0.497
38,0.673,0.53
39,0.762,0.512
40,0.786,0.522
