generation,label_bal,color_bal
0,0.63,0.44
1,0.75,0.31
1,0.69,0.42
2,0.65,0.41
3,0.76,0.36
4,0.65,0.4
5,0.56,0.42
6,0.6,0.42
7,0.57,0.33
8,0.51,0.42
9,0.59,0.37
10,0.59,0.24
11,0.49,0.29
12,0.46,0.41
13,0.55,0.33
14,0.48,0.34
15,0.55,0.31
16,0.43,0.36
17,0.47,0.29
18,0.4,0.3
19,0.43,0.35
20,0.48,0.27
21,0.38,0.23
22,0.34,0.25
23,0.47,0.17
24,0.44,0.22
24,0.41,0.28
25,0.42,0.25
26,0.41,0.17
27,0.41,0.14
28,0.4,0.27
29,0.5,0.24
30,0.53,0.21
31,0.62,0.14
32,0.58,0.18
32,0.52,0.2
33,0.51,0.21
34,0.63,0.15
35,0.62,0.1
36,0.5,0.21
37,0.53,0.22
37,0.51,0.11
38,0.51,0.2
39,0.57,0.15
