generation,label_bal,color_bal
0,0.532,0.5
1,0.523,0.519
2,0.544,0.51
3,0.538,0.511
4,0.582,0.517
5,0.547,0.533
6,0.582,0.521
7,0.621,0.512
8,0.662,0.515
9,0.71,0.547
10,0.733,0.518
11,0.852,0.504
12,0.909,0.526
13,0.969,0.532
14,0.991,0.54
15,1.0,0.551
16,1.0,0.527
17,1.0,0.57
18,1.0,0.512
19,1.0,0.543
20,1.0,0.538
21,1.0,0.551
22,1.0,0.537
23,1.0,0.522
24,1.0,0.562
25,1.0,0.536
26,1.0,0.559
27,1.0,0.528
28,1.0,0.536
29,1.0,0.537
30,1.0,0.542
31,1.0,0.526
32,1.0,0.517
33,1.0,0.524
34,1.0,0.507
35,1.0,0.485
36,1.0,0.515
37,1.0,0.536
38,1.0,0.517
39,1.0,0.525
