generation,label_bal,color_bal
0,0.408,0.485
1,0.458,0.521
2,0.409,0.528
3,0.377,0.53
4,0.361,0.542
5,0.338,0.519
6,0.297,0.531
7,0.277,0.542
8,0.238,0.555
9,0.234,0.525
10,0.245,0.52
11,0.211,0.523
12,0.205,0.523
13,0.178,0.541
14,0.191,0.552
15,0.207,0.523
16,0.218,0.529
17,0.215,0.552
18,0.229,0.525
19,0.21,0.545
20,0.207,0.558
21,0.196,0.509
22,0.185,0.554
23,0.192,0.534
24,0.213,0.522
25,0.184,0.543
26,0.181,0.536
27,0.209,0.478
28,0.185,0.538
29,0.186,0.518
30,0.179,0.536
31,0.171,0.51
32,0.157,0.501
33,0.147,0.555
34,0.156,0.512
35,0.145,0.544
36,0.143,0.528
37,0.139,0.513
38,0.131,0.511
39,0.131,0.52
