proba_0,proba_1,generation
0.99587345,0.99356264,0
0.9941426,0.9967923,1
0.99360156,0.9955792,2
0.99702936,0.99728906,3
0.99511796,0.9953121,4
0.995899,0.99544054,5
0.9957161,0.9966979,6
0.99450564,0.9958455,7
0.9962046,0.9959182,8
0.9962841,0.9966448,9
0.99620754,0.9965018,10
0.9947683,0.9983456,11
0.99395627,0.99710506,12
0.99608755,0.9937956,13
0.9968424,0.996362,14
0.99653983,0.99692243,15
0.99605465,0.99371475,16
0.9942238,0.99519706,17
0.9956466,0.9974144,18
0.993667,0.9973026,19
0.99386656,0.9950663,20
0.9966613,0.99867505,21
0.9957944,0.99689263,22
0.9972844,0.99366236,23
0.9962291,0.9960965,24
0.9983379,0.99689215,25
0.9968513,0.9926988,26
0.9927745,0.9944377,27
0.9972571,0.99746794,28
0.99694216,0.9936476,29
0.9981045,0.99679285,30
0.9958174,0.995916,31
0.9951047,0.9959924,32
0.9958276,0.9958399,33
0.9955369,0.99510324,34
0.9950679,0.99678683,35
0.99599016,0.9965425,36
0.99663615,0.9951947,37
0.9959632,0.99742585,38
0.9963457,0.9966055,39
0.99585176,0.99682754,40
