generation,label_bal,color_bal
0,0.567,0.483
1,0.469,0.528
2,0.554,0.505
3,0.558,0.482
4,0.565,0.52
5,0.528,0.484
6,0.512,0.513
7,0.521,0.491
8,0.499,0.514
9,0.499,0.491
10,0.504,0.512
11,0.503,0.505
12,0.476,0.511
13,0.507,0.495
14,0.504,0.491
15,0.477,0.492
16,0.503,0.526
17,0.49,0.504
18,0.511,0.512
19,0.484,0.509
20,0.531,0.532
21,0.536,0.514
22,0.502,0.509
23,0.49,0.525
24,0.484,0.484
25,0.501,0.498
26,0.504,0.498
27,0.523,0.522
28,0.502,0.503
29,0.54,0.503
30,0.484,0.538
31,0.513,0.515
32,0.481,0.511
33,0.488,0.505
34,0.489,0.508
35,0.513,0.503
36,0.49,0.522
37,0.503,0.521
38,0.508,0.485
39,0.532,0.514
40,0.528,0.538
