generation,label_bal,color_bal
0,0.484,0.479
1,0.401,0.495
2,0.376,0.421
3,0.307,0.412
4,0.245,0.38
5,0.227,0.371
6,0.209,0.333
7,0.173,0.314
8,0.165,0.302
9,0.142,0.322
10,0.122,0.275
11,0.108,0.295
12,0.11,0.264
13,0.097,0.261
14,0.08,0.272
15,0.063,0.227
16,0.056,0.247
17,0.047,0.243
18,0.044,0.205
19,0.049,0.224
20,0.039,0.212
21,0.029,0.218
22,0.035,0.185
23,0.028,0.172
24,0.021,0.161
25,0.026,0.155
26,0.019,0.148
27,0.017,0.139
28,0.013,0.144
29,0.012,0.153
30,0.006,0.162
31,0.008,0.141
32,0.012,0.1
33,0.01,0.116
34,0.006,0.12
35,0.003,0.119
36,0.001,0.126
37,0.001,0.127
38,0.004,0.104
39,0.001,0.088
0,0.533,0.414
1,0.628,0.421
2,0.645,0.438
3,0.716,0.408
4,0.734,0.424
5,0.753,0.424
6,0.76,0.445
7,0.781,0.431
8,0.803,0.455
9,0.796,0.462
10,0.803,0.463
11,0.8,0.473
12,0.821,0.488
13,0.829,0.476
14,0.837,0.494
15,0.865,0.514
16,0.865,0.528
17,0.866,0.539
18,0.875,0.508
19,0.913,0.512
20,0.899,0.52
21,0.921,0.475
22,0.935,0.495
23,0.956,0.513
24,0.954,0.526
25,0.955,0.51
26,0.958,0.547
27,0.963,0.551
28,0.974,0.556
29,0.977,0.524
30,0.982,0.539
31,0.982,0.578
32,0.979,0.601
33,0.987,0.622
34,0.989,0.643
35,0.993,0.606
36,0.993,0.65
37,0.997,0.685
38,0.995,0.692
39,0.997,0.67
0,0.51,0.49
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,1.0
5,1.0,1.0
0,0.63,0.48
1,0.59,0.4
2,0.72,0.39
3,0.73,0.46
4,0.68,0.41
5,0.79,0.29
6,0.77,0.41
7,0.76,0.31
8,0.78,0.33
9,0.81,0.33
10,0.75,0.34
11,0.77,0.31
12,0.71,0.3
13,0.73,0.26
14,0.76,0.29
15,0.63,0.3
16,0.62,0.23
17,0.65,0.3
18,0.6,0.28
19,0.62,0.27
20,0.69,0.28
21,0.68,0.26
22,0.56,0.24
23,0.61,0.27
24,0.52,0.21
25,0.65,0.29
26,0.63,0.25
27,0.54,0.22
28,0.47,0.22
29,0.52,0.13
30,0.61,0.14
31,0.5,0.18
32,0.5,0.17
33,0.49,0.15
34,0.4,0.16
35,0.5,0.1
36,0.64,0.12
37,0.48,0.1
38,0.57,0.06
39,0.41,0.12
