generation,label_bal,color_bal
0,0.712,0.617
0,0.704,0.594
0,0.704,0.594
1,0.694,0.617
2,0.684,0.613
0,1.0,1.0
1,1.0,1.0
0,0.647,0.477
1,0.641,0.499
2,0.653,0.49
3,0.508,0.489
4,0.486,0.521
5,0.52,0.492
6,0.485,0.527
7,0.496,0.537
8,0.506,0.51
9,0.511,0.498
10,0.536,0.486
11,0.503,0.508
12,0.496,0.524
13,0.525,0.514
14,0.517,0.505
15,0.519,0.494
16,0.54,0.488
17,0.526,0.5
18,0.553,0.478
19,0.525,0.508
20,0.521,0.516
21,0.538,0.492
22,0.538,0.491
23,0.517,0.515
24,0.512,0.513
25,0.546,0.485
26,0.531,0.505
27,0.528,0.51
28,0.547,0.481
29,0.519,0.515
30,0.534,0.496
31,0.539,0.496
32,0.548,0.477
33,0.516,0.526
34,0.534,0.492
35,0.538,0.499
36,0.536,0.509
37,0.547,0.495
0,0.684,0.5
1,0.668,0.51
2,0.702,0.476
3,0.625,0.52
4,0.588,0.534
5,0.602,0.515
6,0.614,0.516
7,0.6,0.517
8,0.582,0.539
9,0.634,0.496
10,0.588,0.495
11,0.602,0.52
12,0.592,0.522
13,0.59,0.508
14,0.592,0.505
15,0.46,0.515
0,0.676,0.5
0,0.676,0.5
0,0.676,0.5
0,0.676,0.5
0,0.676,0.5
0,0.676,0.5
0,0.676,0.5
0,0.65,0.37
1,0.65,0.42
2,0.6,0.4
3,0.57,0.37
4,0.62,0.37
5,0.6,0.39
6,0.61,0.4
7,0.64,0.38
8,0.54,0.39
9,0.6,0.46
10,0.54,0.47
0,0.64,0.42
11,0.6,0.47
1,0.66,0.44
12,0.58,0.45
2,0.61,0.51
13,0.57,0.44
3,0.51,0.45
14,0.69,0.4
4,0.53,0.47
15,0.62,0.43
5,0.65,0.46
16,0.67,0.34
6,0.62,0.42
17,0.66,0.35
7,0.56,0.54
18,0.65,0.4
8,0.55,0.49
19,0.71,0.37
9,0.48,0.48
20,0.58,0.39
10,0.58,0.5
21,0.6,0.5
11,0.59,0.53
22,0.65,0.45
12,0.65,0.45
23,0.64,0.41
13,0.63,0.41
24,0.68,0.44
14,0.53,0.57
25,0.75,0.39
15,0.59,0.51
26,0.62,0.37
16,0.55,0.53
27,0.63,0.33
17,0.61,0.42
28,0.55,0.43
18,0.64,0.42
29,0.57,0.43
19,0.55,0.45
30,0.53,0.42
20,0.63,0.4
31,0.6,0.37
21,0.51,0.48
32,0.61,0.37
22,0.53,0.51
33,0.48,0.48
23,0.52,0.48
34,0.5,0.46
24,0.49,0.49
35,0.56,0.4
25,0.64,0.5
36,0.51,0.44
26,0.5,0.53
37,0.52,0.42
27,0.63,0.38
38,0.56,0.43
28,0.59,0.44
39,0.54,0.42
29,0.63,0.52
40,0.55,0.43
30,0.67,0.45
31,0.64,0.41
32,0.61,0.42
33,0.6,0.53
34,0.64,0.49
35,0.66,0.49
36,0.62,0.56
37,0.63,0.47
38,0.65,0.42
39,0.62,0.45
40,0.54,0.45
0,0.71,0.38
0,0.66,0.4
1,0.61,0.38
2,0.76,0.46
3,0.55,0.4
4,0.72,0.42
5,0.64,0.42
6,0.66,0.37
7,0.68,0.49
0,0.67,0.4
1,0.63,0.42
2,0.76,0.49
3,0.65,0.38
4,0.72,0.42
5,0.79,0.4
6,0.81,0.36
7,0.66,0.47
8,0.66,0.44
9,0.6,0.48
10,0.63,0.41
11,0.68,0.49
12,0.71,0.44
13,0.78,0.42
14,0.65,0.56
15,0.65,0.46
16,0.66,0.51
17,0.6,0.43
18,0.61,0.41
19,0.62,0.4
20,0.65,0.39
21,0.59,0.43
22,0.51,0.51
23,0.56,0.45
24,0.56,0.45
25,0.57,0.44
26,0.53,0.5
27,0.68,0.34
28,0.58,0.44
29,0.53,0.49
30,0.61,0.43
31,0.61,0.4
32,0.66,0.37
33,0.54,0.47
34,0.58,0.45
35,0.58,0.43
36,0.54,0.49
37,0.6,0.44
38,0.61,0.39
39,0.63,0.39
0,0.73,0.44
1,0.74,0.4
2,0.71,0.5
3,0.69,0.42
4,0.66,0.42
5,0.68,0.44
6,0.8,0.4
7,0.57,0.51
8,0.61,0.48
9,0.61,0.53
10,0.62,0.46
11,0.74,0.51
12,0.69,0.46
13,0.69,0.45
14,0.59,0.6
15,0.69,0.49
16,0.77,0.52
17,0.78,0.42
18,0.75,0.42
19,0.79,0.43
20,0.72,0.4
21,0.73,0.46
22,0.77,0.52
23,0.74,0.46
24,0.8,0.46
25,0.75,0.46
26,0.76,0.52
27,0.78,0.37
28,0.8,0.42
29,0.85,0.54
30,0.83,0.43
31,0.84,0.38
32,0.81,0.41
33,0.84,0.51
34,0.82,0.48
35,0.8,0.47
36,0.81,0.51
37,0.83,0.47
38,0.83,0.38
39,0.8,0.44
40,0.87,0.45
