generation,label_bal,color_bal
0,0.705,0.477
1,0.793,0.449
2,0.768,0.482
0,0.646,0.437
1,0.567,0.423
2,0.556,0.441
3,0.538,0.459
4,0.545,0.445
5,0.546,0.446
6,0.562,0.428
7,0.53,0.458
8,0.549,0.443
9,0.56,0.433
10,0.549,0.444
11,0.526,0.47
12,0.552,0.45
13,0.522,0.469
14,0.543,0.45
15,0.507,0.489
16,0.507,0.476
17,0.529,0.46
18,0.536,0.453
19,0.526,0.459
20,0.509,0.478
21,0.523,0.461
22,0.555,0.425
23,0.538,0.447
24,0.543,0.45
25,0.521,0.472
26,0.533,0.454
27,0.503,0.471
28,0.516,0.459
29,0.535,0.444
30,0.493,0.478
31,0.514,0.462
32,0.545,0.426
33,0.482,0.485
34,0.531,0.425
35,0.533,0.435
36,0.505,0.459
37,0.495,0.468
38,0.503,0.456
39,0.501,0.47
40,0.512,0.448
0,0.55,0.49
0,0.6,0.44
0,0.68,0.57
1,0.69,0.49
2,0.58,0.52
3,0.57,0.53
4,0.66,0.45
5,0.62,0.48
6,0.71,0.45
7,0.65,0.51
8,0.75,0.5
9,0.7,0.51
10,0.7,0.54
11,0.66,0.59
12,0.64,0.51
13,0.59,0.45
14,0.61,0.46
15,0.62,0.49
16,0.52,0.63
17,0.54,0.5
18,0.51,0.55
19,0.54,0.5
20,0.71,0.38
21,0.59,0.51
22,0.66,0.48
23,0.5,0.53
24,0.63,0.52
25,0.57,0.44
26,0.52,0.5
27,0.52,0.52
28,0.51,0.49
29,0.58,0.55
30,0.53,0.5
31,0.55,0.53
32,0.52,0.48
33,0.67,0.53
34,0.62,0.52
35,0.56,0.51
36,0.61,0.41
37,0.55,0.45
38,0.56,0.41
39,0.46,0.51
40,0.52,0.5
0,0.62,0.46
1,0.56,0.48
2,0.61,0.41
3,0.6,0.46
4,0.57,0.54
5,0.65,0.46
6,0.63,0.57
7,0.65,0.39
8,0.64,0.44
9,0.6,0.39
10,0.49,0.48
0,0.64,0.44
1,0.69,0.45
2,0.53,0.52
3,0.62,0.48
4,0.7,0.45
5,0.68,0.39
6,0.72,0.49
7,0.75,0.48
8,0.65,0.51
9,1.0,0.38
10,1.0,0.45
11,1.0,0.5
12,1.0,0.5
13,1.0,0.43
14,1.0,0.43
15,1.0,0.47
16,1.0,0.4
17,1.0,0.37
18,1.0,0.48
19,1.0,0.51
20,1.0,0.38
21,1.0,0.47
22,1.0,0.4
23,1.0,0.52
24,1.0,0.43
25,1.0,0.4
26,1.0,0.4
27,1.0,0.41
28,1.0,0.39
29,1.0,0.39
30,1.0,0.44
31,1.0,0.42
32,1.0,0.49
33,1.0,0.43
34,1.0,0.44
35,1.0,0.5
36,1.0,0.43
37,1.0,0.52
38,1.0,0.44
39,1.0,0.41
40,1.0,0.49
