generation,label_bal,color_bal
0,0.495,0.487
1,0.501,0.494
2,0.536,0.511
3,0.53,0.518
4,0.542,0.516
5,0.565,0.512
6,0.588,0.454
7,0.566,0.498
8,0.539,0.507
9,0.55,0.503
10,0.622,0.501
11,0.571,0.493
12,0.614,0.48
13,0.625,0.509
14,0.676,0.506
15,0.729,0.491
16,0.756,0.49
17,0.778,0.501
18,0.783,0.483
19,0.788,0.501
20,0.807,0.512
21,0.828,0.492
22,0.83,0.498
23,0.841,0.522
24,0.871,0.492
25,0.857,0.509
26,0.876,0.51
27,0.87,0.504
28,0.899,0.499
0,0.478,0.505
1,0.506,0.507
2,0.542,0.5
3,0.557,0.501
4,0.551,0.512
5,0.578,0.51
6,0.587,0.496
7,0.566,0.505
8,0.537,0.483
9,0.517,0.503
10,0.589,0.527
11,0.602,0.506
12,0.608,0.496
13,0.611,0.498
14,0.696,0.506
15,0.702,0.507
16,0.724,0.481
17,0.74,0.519
18,0.783,0.513
19,0.79,0.512
20,0.823,0.469
21,0.842,0.493
22,0.848,0.51
23,0.849,0.479
24,0.864,0.51
25,0.874,0.49
26,0.871,0.485
27,0.863,0.479
28,0.901,0.54
0,0.478,0.505
1,0.506,0.507
2,0.542,0.5
3,0.557,0.501
4,0.551,0.512
5,0.578,0.51
6,0.587,0.496
7,0.566,0.505
8,0.537,0.483
9,0.517,0.503
10,0.589,0.527
11,0.602,0.506
12,0.608,0.496
13,0.611,0.498
14,0.696,0.506
15,0.702,0.507
16,0.724,0.481
17,0.74,0.519
18,0.783,0.513
19,0.79,0.512
20,0.823,0.469
21,0.842,0.493
22,0.848,0.51
23,0.849,0.479
24,0.864,0.51
25,0.874,0.49
26,0.871,0.485
27,0.863,0.479
28,0.901,0.54
0,0.478,0.505
1,0.506,0.507
2,0.542,0.5
3,0.557,0.501
4,0.551,0.512
5,0.578,0.51
6,0.587,0.496
7,0.566,0.505
8,0.537,0.483
9,0.517,0.503
10,0.589,0.527
11,0.602,0.506
12,0.608,0.496
13,0.611,0.498
14,0.696,0.506
15,0.702,0.507
16,0.724,0.481
17,0.74,0.519
18,0.783,0.513
19,0.79,0.512
20,0.823,0.469
21,0.842,0.493
22,0.848,0.51
23,0.849,0.479
24,0.864,0.51
25,0.874,0.49
26,0.871,0.485
27,0.863,0.479
28,0.901,0.54
0,0.478,0.505
1,0.506,0.507
2,0.542,0.5
3,0.557,0.501
4,0.551,0.512
5,0.578,0.51
6,0.587,0.496
7,0.566,0.505
8,0.537,0.483
9,0.517,0.503
10,0.589,0.527
11,0.602,0.506
12,0.608,0.496
13,0.611,0.498
14,0.696,0.506
15,0.702,0.507
16,0.724,0.481
17,0.74,0.519
18,0.783,0.513
19,0.79,0.512
20,0.823,0.469
21,0.842,0.493
22,0.848,0.51
23,0.849,0.479
24,0.864,0.51
25,0.874,0.49
26,0.871,0.485
27,0.863,0.479
28,0.901,0.54
0,0.478,0.505
1,0.506,0.507
2,0.542,0.5
3,0.557,0.501
4,0.551,0.512
5,0.578,0.51
6,0.587,0.496
7,0.566,0.505
8,0.537,0.483
9,0.517,0.503
10,0.589,0.527
11,0.602,0.506
12,0.608,0.496
13,0.611,0.498
14,0.696,0.506
15,0.702,0.507
16,0.724,0.481
17,0.74,0.519
18,0.783,0.513
19,0.79,0.512
20,0.823,0.469
21,0.842,0.493
22,0.848,0.51
23,0.849,0.479
24,0.864,0.51
25,0.874,0.49
26,0.871,0.485
27,0.863,0.479
28,0.901,0.54
0,0.478,0.505
1,0.506,0.507
2,0.542,0.5
3,0.557,0.501
4,0.551,0.512
5,0.578,0.51
6,0.587,0.496
7,0.566,0.505
8,0.537,0.483
9,0.517,0.503
10,0.589,0.527
11,0.602,0.506
12,0.608,0.496
13,0.611,0.498
14,0.696,0.506
15,0.702,0.507
16,0.724,0.481
17,0.74,0.519
18,0.783,0.513
19,0.79,0.512
20,0.823,0.469
21,0.842,0.493
22,0.848,0.51
23,0.849,0.479
24,0.864,0.51
25,0.874,0.49
26,0.871,0.485
27,0.863,0.479
28,0.901,0.54
29,0.873,0.488
30,0.881,0.543
31,0.868,0.46
32,0.879,0.482
33,0.88,0.487
34,0.883,0.537
35,0.889,0.524
36,0.861,0.47
37,0.883,0.46
38,0.877,0.517
39,0.869,0.478
0,0.477,0.487
1,0.51,0.494
2,0.498,0.525
3,0.496,0.515
4,0.511,0.533
5,0.489,0.59
6,0.477,0.533
7,0.503,0.521
8,0.492,0.474
9,0.514,0.494
10,0.482,0.494
11,0.539,0.488
12,0.551,0.499
13,0.571,0.479
14,0.591,0.495
15,0.612,0.479
16,0.615,0.483
17,0.592,0.483
18,0.637,0.487
19,0.633,0.522
20,0.665,0.482
21,0.677,0.514
22,0.656,0.466
23,0.678,0.471
24,0.654,0.521
25,0.677,0.503
26,0.69,0.501
27,0.681,0.5
28,0.697,0.505
29,0.69,0.506
30,0.675,0.493
31,0.672,0.497
32,0.694,0.542
33,0.691,0.505
34,0.7,0.495
35,0.657,0.468
36,0.678,0.513
37,0.683,0.508
38,0.719,0.527
39,0.662,0.503
