generation,label_bal,color_bal
0,0.38,0.18
1,0.26,0.06
2,0.12,0.05
3,0.14,0.0
3,0.12,0.01
4,0.07,0.0
5,0.09,0.0
6,0.02,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
