generation,epoch,gen_loss
0,0,0.5493821771171108
0,10,0.5262963769945709
0,20,0.5248903323480356
1,0,0.5782071385743484
1,10,0.5637593114713453
1,20,0.5632324836820176
2,0,0.5945832571424778
2,10,0.5826833345839437
2,20,0.5823575888508521
3,0,0.6073635240677018
3,10,0.597224039734347
3,20,0.5968569202477452
4,0,0.6152852548977489
4,10,0.6058688715522019
4,20,0.6056523797037842
5,0,0.6225297524353618
5,10,0.6148029792608705
5,20,0.6145828367216782
6,0,0.6295181581012483
6,10,0.6222995131411267
6,20,0.6221244442950254
7,0,0.6351737428761128
7,10,0.6287429770864781
7,20,0.628659688920345
8,0,0.6394489803966487
8,10,0.633766751759832
8,20,0.6334804011590826
9,0,0.6432337360046569
9,10,0.6382917711897841
9,20,0.6381277721726669
10,0,0.6470392108572729
10,10,0.6422159838132888
10,20,0.6422323898511862
11,0,0.6490592539263597
11,10,0.6447879362546798
11,20,0.6446735938577532
