generation,label_bal,color_bal
0,0.634,0.491
1,0.636,0.489
2,0.641,0.479
3,0.607,0.516
4,0.645,0.482
5,0.648,0.478
6,0.633,0.493
7,0.659,0.52
8,0.657,0.496
9,0.607,0.503
10,0.625,0.507
11,0.665,0.475
12,0.662,0.558
13,0.649,0.532
14,0.651,0.493
15,0.674,0.501
16,0.635,0.534
17,0.657,0.472
18,0.621,0.513
19,0.669,0.52
20,0.657,0.514
21,0.632,0.53
22,0.63,0.489
23,0.638,0.486
24,0.678,0.495
25,0.645,0.523
26,0.62,0.495
27,0.623,0.496
28,0.604,0.503
29,0.617,0.468
30,0.605,0.501
31,0.679,0.487
32,0.683,0.508
33,0.664,0.499
34,0.634,0.522
35,0.641,0.481
36,0.632,0.493
37,0.643,0.482
38,0.641,0.514
39,0.654,0.513
