generation,label_bal,color_bal
0,0.512,0.496
1,0.511,0.531
2,0.517,0.515
3,0.56,0.495
4,0.56,0.527
5,0.578,0.496
6,0.605,0.526
7,0.608,0.547
8,0.642,0.544
9,0.696,0.529
10,0.745,0.534
11,0.762,0.53
12,0.828,0.525
13,0.864,0.562
14,0.879,0.544
15,0.88,0.558
16,0.904,0.559
17,0.905,0.56
18,0.884,0.582
19,0.905,0.584
20,0.921,0.544
21,0.909,0.579
22,0.926,0.564
23,0.939,0.562
24,0.933,0.575
25,0.958,0.564
26,0.949,0.557
27,0.96,0.547
28,0.947,0.552
29,0.948,0.558
30,0.946,0.553
31,0.964,0.567
32,0.979,0.545
33,0.973,0.57
34,0.971,0.567
35,0.971,0.578
36,0.977,0.579
37,0.981,0.584
38,0.991,0.606
39,0.983,0.55
