generation,label_bal,color_bal
0,0.536,0.494
1,0.576,0.515
2,0.614,0.505
3,0.662,0.526
4,0.675,0.493
5,0.718,0.494
6,0.754,0.537
7,0.804,0.499
8,0.798,0.535
9,0.834,0.524
10,0.846,0.519
11,0.849,0.505
12,0.885,0.517
13,0.867,0.518
14,0.866,0.513
15,0.875,0.508
16,0.885,0.516
17,0.877,0.522
18,0.882,0.506
19,0.888,0.503
20,0.889,0.512
21,0.896,0.487
22,0.886,0.504
23,0.903,0.523
24,0.913,0.49
25,0.923,0.501
26,0.914,0.5
27,0.933,0.487
28,0.927,0.482
29,0.939,0.494
30,0.941,0.483
31,0.941,0.516
32,0.947,0.51
33,0.947,0.531
34,0.944,0.509
35,0.96,0.494
36,0.956,0.532
37,0.957,0.514
38,0.957,0.496
39,0.959,0.523
