generation,label_bal,color_bal
0,0.52,0.495
1,0.499,0.53
2,0.542,0.512
3,0.554,0.498
4,0.573,0.525
5,0.592,0.491
6,0.623,0.514
7,0.648,0.548
8,0.665,0.53
9,0.706,0.515
10,0.747,0.528
11,0.752,0.554
12,0.798,0.507
13,0.803,0.538
14,0.783,0.53
15,0.784,0.53
16,0.793,0.54
17,0.773,0.532
18,0.803,0.514
19,0.797,0.526
20,0.797,0.55
21,0.813,0.525
22,0.8,0.551
23,0.822,0.553
24,0.812,0.557
25,0.831,0.551
26,0.796,0.611
27,0.828,0.55
28,0.797,0.556
29,0.813,0.57
30,0.834,0.567
31,0.839,0.577
32,0.847,0.587
33,0.826,0.58
34,0.847,0.576
35,0.845,0.586
36,0.856,0.59
37,0.857,0.565
38,0.886,0.577
39,0.857,0.535
