generation,label_bal,color_bal
0,0.537,0.508
1,0.634,0.47
2,0.654,0.496
3,0.656,0.506
4,0.645,0.474
5,0.668,0.482
6,0.675,0.523
7,0.677,0.488
8,0.742,0.487
9,0.692,0.528
10,0.726,0.498
11,0.775,0.513
12,0.751,0.502
13,0.756,0.482
14,0.718,0.497
15,0.747,0.502
16,0.751,0.499
17,0.777,0.488
18,0.771,0.492
19,0.79,0.521
20,0.78,0.512
21,0.801,0.512
22,0.773,0.508
23,0.803,0.477
24,0.776,0.486
25,0.796,0.5
26,0.771,0.489
27,0.775,0.49
28,0.804,0.487
29,0.794,0.484
30,0.775,0.505
31,0.77,0.473
32,0.782,0.488
33,0.777,0.517
34,0.798,0.509
35,0.791,0.468
36,0.813,0.506
37,0.804,0.505
38,0.813,0.515
39,0.83,0.492
40,0.793,0.531
