generation,label_bal,color_bal
0,0.007,1.0
1,0.0,1.0
2,0.0,1.0
0,0.691,0.453
1,0.843,0.461
2,0.849,0.457
3,0.868,0.442
4,0.872,0.453
5,0.869,0.409
6,0.885,0.444
7,0.888,0.442
8,0.859,0.454
9,0.869,0.46
10,0.881,0.419
11,0.861,0.444
12,0.858,0.453
13,0.871,0.423
14,0.879,0.452
15,0.892,0.436
16,0.86,0.444
17,0.862,0.449
18,0.846,0.447
19,0.858,0.451
20,0.83,0.45
21,0.856,0.444
22,0.853,0.455
23,0.85,0.439
24,0.853,0.434
25,0.85,0.44
26,0.832,0.433
27,0.847,0.431
28,0.857,0.428
29,0.788,0.46
30,0.813,0.43
31,0.837,0.438
32,0.815,0.43
33,0.82,0.441
34,0.786,0.458
35,0.81,0.454
36,0.761,0.46
37,0.789,0.425
38,0.779,0.428
39,0.79,0.428
40,0.81,0.46
0,0.56,0.45
0,0.53,0.42
1,0.47,0.46
2,0.56,0.38
3,0.43,0.44
4,0.5,0.45
5,0.51,0.49
6,0.6,0.44
7,0.62,0.41
8,0.59,0.39
9,0.57,0.39
10,0.58,0.51
0,0.62,0.47
1,0.61,0.41
2,0.74,0.44
3,0.63,0.46
4,0.69,0.43
5,0.68,0.42
6,0.69,0.36
7,0.66,0.49
8,0.56,0.49
9,0.6,0.47
10,0.58,0.49
11,0.55,0.47
12,0.6,0.46
13,0.5,0.44
14,0.51,0.45
15,0.6,0.47
16,0.53,0.51
17,0.47,0.41
18,0.43,0.49
19,0.42,0.52
20,0.56,0.46
21,0.44,0.48
22,0.43,0.34
23,0.53,0.38
24,0.58,0.45
25,0.56,0.5
0,0.55,0.42
1,0.54,0.4
2,0.52,0.44
3,0.43,0.45
4,0.5,0.36
5,0.46,0.47
6,0.39,0.42
7,0.37,0.55
8,0.5,0.37
9,0.41,0.39
10,0.46,0.36
11,0.39,0.43
12,0.34,0.44
13,0.33,0.5
14,0.34,0.51
15,0.33,0.46
16,0.35,0.41
17,0.33,0.43
18,0.33,0.5
19,0.32,0.47
20,0.27,0.5
21,0.4,0.39
22,0.35,0.4
23,0.25,0.46
0,0.67,0.43
1,0.58,0.42
2,0.52,0.48
3,0.54,0.43
4,0.51,0.48
5,0.53,0.46
6,0.53,0.44
7,0.58,0.41
8,0.57,0.42
9,0.56,0.43
10,0.59,0.4
11,0.52,0.47
12,0.55,0.43
13,0.51,0.43
14,0.51,0.46
15,0.59,0.38
16,0.55,0.43
17,0.5,0.48
18,0.51,0.48
19,0.57,0.4
20,0.58,0.41
21,0.51,0.47
22,0.5,0.48
23,0.52,0.42
24,0.59,0.38
25,0.6,0.38
26,0.58,0.41
27,0.52,0.42
28,0.61,0.38
29,0.64,0.35
30,0.51,0.46
31,0.52,0.45
32,0.48,0.5
33,0.52,0.46
34,0.52,0.48
35,0.51,0.48
36,0.61,0.37
37,0.37,0.61
38,0.47,0.53
39,0.5,0.46
40,0.53,0.43
