generation,label_bal,color_bal
0,0.548,0.501
1,0.559,0.611
2,0.492,0.677
3,0.442,0.63
4,0.472,0.651
5,0.507,0.611
6,0.537,0.628
7,0.567,0.63
8,0.601,0.566
9,0.607,0.544
10,0.632,0.56
11,0.652,0.575
12,0.652,0.584
13,0.69,0.543
14,0.714,0.512
15,0.666,0.541
16,0.666,0.551
17,0.621,0.532
18,0.665,0.568
19,0.633,0.484
20,0.62,0.506
21,0.606,0.502
22,0.602,0.508
23,0.596,0.534
24,0.647,0.466
25,0.623,0.497
26,0.627,0.522
27,0.552,0.625
28,0.568,0.6
29,0.619,0.599
30,0.535,0.641
31,0.52,0.674
32,0.557,0.642
33,0.516,0.658
34,0.597,0.645
35,0.536,0.643
36,0.648,0.565
37,0.603,0.598
38,0.609,0.549
39,0.597,0.505
0,0.7,0.463
0,0.58,0.44
0,0.54,0.48
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
0,0.43,0.5
1,0.49,0.49
2,0.47,0.58
3,0.47,0.61
4,0.37,0.52
5,0.51,0.54
6,0.44,0.56
7,0.55,0.48
8,0.5,0.54
9,0.42,0.48
10,0.54,0.44
11,0.48,0.5
12,0.51,0.42
13,0.54,0.49
14,0.45,0.57
15,0.39,0.53
16,0.4,0.46
17,0.39,0.4
18,0.48,0.53
19,0.49,0.46
20,0.52,0.57
21,0.64,0.47
22,0.8,0.5
23,0.57,0.45
24,0.56,0.44
25,0.68,0.51
26,0.85,0.56
27,0.85,0.45
28,0.86,0.42
29,0.8,0.46
30,0.74,0.52
31,0.8,0.5
32,0.84,0.58
33,0.8,0.48
34,0.77,0.51
35,0.8,0.54
36,0.83,0.51
37,0.79,0.44
38,0.8,0.57
39,0.83,0.41
