generation,label_bal,color_bal
0,0.402,0.517
1,0.43,0.536
2,0.38,0.518
3,0.407,0.517
4,0.365,0.496
5,0.334,0.515
6,0.3,0.518
7,0.317,0.503
8,0.291,0.525
9,0.249,0.572
10,0.245,0.54
11,0.242,0.513
12,0.215,0.506
13,0.208,0.533
14,0.191,0.545
15,0.226,0.528
16,0.256,0.511
17,0.224,0.519
18,0.248,0.509
19,0.269,0.504
20,0.251,0.497
21,0.242,0.494
22,0.199,0.501
23,0.22,0.521
24,0.228,0.513
25,0.241,0.513
26,0.221,0.496
27,0.184,0.549
28,0.194,0.514
29,0.201,0.5
30,0.177,0.504
31,0.21,0.506
32,0.17,0.517
33,0.203,0.494
34,0.18,0.516
35,0.185,0.495
36,0.171,0.493
37,0.164,0.505
38,0.172,0.481
39,0.164,0.474
