generation,label_bal,color_bal
0,0.543,0.499
1,0.564,0.475
2,0.605,0.469
3,0.591,0.469
4,0.56,0.483
5,0.546,0.48
6,0.522,0.518
7,0.554,0.51
8,0.557,0.489
9,0.555,0.514
10,0.611,0.473
11,0.575,0.496
12,0.513,0.506
13,0.526,0.498
14,0.5,0.474
15,0.512,0.489
16,0.471,0.495
17,0.503,0.465
18,0.431,0.49
19,0.452,0.476
20,0.456,0.494
21,0.484,0.464
22,0.56,0.477
23,0.56,0.502
24,0.561,0.497
25,0.573,0.493
26,0.584,0.469
27,0.52,0.5
28,0.525,0.501
29,0.507,0.468
30,0.517,0.497
31,0.553,0.479
32,0.47,0.488
33,0.409,0.499
34,0.385,0.501
35,0.426,0.49
36,0.433,0.483
37,0.465,0.486
38,0.43,0.47
39,0.47,0.495
40,0.452,0.485
