generation,label_bal,color_bal
0,0.555,0.49
1,0.559,0.51
2,0.569,0.523
3,0.648,0.494
4,0.654,0.496
5,0.639,0.519
6,0.63,0.532
7,0.752,0.482
8,0.776,0.503
9,0.78,0.504
10,0.786,0.493
11,0.817,0.513
12,0.829,0.499
13,0.861,0.496
14,0.902,0.524
15,0.973,0.529
16,1.0,0.48
17,1.0,0.463
18,1.0,0.501
19,1.0,0.501
20,1.0,0.488
21,1.0,0.475
22,1.0,0.482
23,1.0,0.504
24,1.0,0.503
25,1.0,0.49
26,1.0,0.481
27,1.0,0.498
28,1.0,0.492
0,0.544,0.512
1,0.565,0.535
2,0.607,0.51
3,0.637,0.483
4,0.657,0.489
5,0.646,0.503
6,0.657,0.525
7,0.731,0.482
8,0.753,0.499
9,0.789,0.448
10,0.806,0.484
11,0.796,0.515
12,0.842,0.503
13,0.853,0.477
14,0.902,0.5
15,0.981,0.498
16,1.0,0.463
17,1.0,0.456
18,1.0,0.474
19,1.0,0.473
20,1.0,0.497
21,1.0,0.474
22,1.0,0.476
23,1.0,0.486
24,1.0,0.488
25,1.0,0.506
26,1.0,0.503
27,1.0,0.485
28,1.0,0.508
0,0.544,0.512
1,0.565,0.535
2,0.607,0.51
3,0.637,0.483
4,0.657,0.489
5,0.646,0.503
6,0.657,0.525
7,0.731,0.482
8,0.753,0.499
9,0.789,0.448
10,0.806,0.484
11,0.796,0.515
12,0.842,0.503
13,0.853,0.477
14,0.902,0.5
15,0.981,0.498
16,1.0,0.463
17,1.0,0.456
18,1.0,0.474
19,1.0,0.473
20,1.0,0.497
21,1.0,0.474
22,1.0,0.476
23,1.0,0.486
24,1.0,0.488
25,1.0,0.506
26,1.0,0.503
27,1.0,0.485
28,1.0,0.508
0,0.544,0.512
1,0.565,0.535
2,0.607,0.51
3,0.637,0.483
4,0.657,0.489
5,0.646,0.503
6,0.657,0.525
7,0.731,0.482
8,0.753,0.499
9,0.789,0.448
10,0.806,0.484
11,0.796,0.515
12,0.842,0.503
13,0.853,0.477
14,0.902,0.5
15,0.981,0.498
16,1.0,0.463
17,1.0,0.456
18,1.0,0.474
19,1.0,0.473
20,1.0,0.497
21,1.0,0.474
22,1.0,0.476
23,1.0,0.486
24,1.0,0.488
25,1.0,0.506
26,1.0,0.503
27,1.0,0.485
28,1.0,0.508
0,0.544,0.512
1,0.565,0.535
2,0.607,0.51
3,0.637,0.483
4,0.657,0.489
5,0.646,0.503
6,0.657,0.525
7,0.731,0.482
8,0.753,0.499
9,0.789,0.448
10,0.806,0.484
11,0.796,0.515
12,0.842,0.503
13,0.853,0.477
14,0.902,0.5
15,0.981,0.498
16,1.0,0.463
17,1.0,0.456
18,1.0,0.474
19,1.0,0.473
20,1.0,0.497
21,1.0,0.474
22,1.0,0.476
23,1.0,0.486
24,1.0,0.488
25,1.0,0.506
26,1.0,0.503
27,1.0,0.485
28,1.0,0.508
0,0.544,0.512
1,0.565,0.535
2,0.607,0.51
3,0.637,0.483
4,0.657,0.489
5,0.646,0.503
6,0.657,0.525
7,0.731,0.482
8,0.753,0.499
9,0.789,0.448
10,0.806,0.484
11,0.796,0.515
12,0.842,0.503
13,0.853,0.477
14,0.902,0.5
15,0.981,0.498
16,1.0,0.463
17,1.0,0.456
18,1.0,0.474
19,1.0,0.473
20,1.0,0.497
21,1.0,0.474
22,1.0,0.476
23,1.0,0.486
24,1.0,0.488
25,1.0,0.506
26,1.0,0.503
27,1.0,0.485
28,1.0,0.508
0,0.544,0.512
1,0.565,0.535
2,0.607,0.51
3,0.637,0.483
4,0.657,0.489
5,0.646,0.503
6,0.657,0.525
7,0.731,0.482
8,0.753,0.499
9,0.789,0.448
10,0.806,0.484
11,0.796,0.515
12,0.842,0.503
13,0.853,0.477
14,0.902,0.5
15,0.981,0.498
16,1.0,0.463
17,1.0,0.456
18,1.0,0.474
19,1.0,0.473
20,1.0,0.497
21,1.0,0.474
22,1.0,0.476
23,1.0,0.486
24,1.0,0.488
25,1.0,0.506
26,1.0,0.503
27,1.0,0.485
28,1.0,0.508
29,1.0,0.493
30,1.0,0.503
31,1.0,0.509
32,1.0,0.471
33,1.0,0.475
34,1.0,0.474
35,1.0,0.463
36,1.0,0.481
37,1.0,0.49
38,1.0,0.506
39,1.0,0.462
0,0.572,0.494
1,0.562,0.535
2,0.55,0.537
3,0.585,0.517
4,0.594,0.524
5,0.563,0.523
6,0.56,0.531
7,0.623,0.5
8,0.619,0.499
9,0.616,0.531
10,0.638,0.477
11,0.625,0.518
12,0.662,0.502
13,0.62,0.507
14,0.669,0.491
15,0.757,0.517
16,0.823,0.529
17,0.973,0.495
18,1.0,0.475
19,1.0,0.495
20,1.0,0.502
21,1.0,0.513
22,1.0,0.504
23,1.0,0.492
24,1.0,0.475
25,1.0,0.527
26,1.0,0.524
27,1.0,0.534
28,1.0,0.489
29,1.0,0.473
30,1.0,0.473
31,1.0,0.475
32,1.0,0.515
33,1.0,0.478
34,1.0,0.465
35,1.0,0.488
36,1.0,0.5
37,1.0,0.5
38,1.0,0.516
39,1.0,0.514
