generation,label_bal,color_bal
0,0.405,0.483
1,0.452,0.52
2,0.414,0.535
3,0.381,0.538
4,0.324,0.556
5,0.315,0.513
6,0.286,0.522
7,0.239,0.543
8,0.218,0.561
9,0.212,0.52
10,0.196,0.527
11,0.177,0.534
12,0.129,0.575
13,0.152,0.537
14,0.152,0.548
15,0.159,0.536
16,0.162,0.517
17,0.212,0.493
18,0.224,0.508
19,0.207,0.529
20,0.191,0.535
21,0.172,0.501
22,0.176,0.498
23,0.167,0.508
24,0.201,0.507
25,0.167,0.525
26,0.142,0.523
27,0.177,0.459
28,0.168,0.504
29,0.175,0.496
30,0.173,0.505
31,0.171,0.472
32,0.162,0.501
33,0.138,0.481
34,0.141,0.464
35,0.136,0.488
36,0.128,0.482
37,0.119,0.472
38,0.113,0.471
39,0.116,0.476
