generation,label_bal,color_bal
0,0.873,0.113
1,0.898,0.124
2,0.914,0.11
0,0.579,0.441
1,0.528,0.487
2,0.552,0.461
3,0.536,0.476
4,0.548,0.462
5,0.557,0.457
6,0.531,0.476
7,0.555,0.461
8,0.546,0.478
9,0.546,0.472
10,0.542,0.469
11,0.541,0.473
12,0.543,0.472
13,0.551,0.469
14,0.5,0.509
15,0.55,0.466
16,0.54,0.475
17,0.52,0.503
18,0.541,0.478
19,0.562,0.456
20,0.555,0.469
21,0.542,0.49
22,0.546,0.476
23,0.551,0.468
24,0.559,0.47
25,0.547,0.477
26,0.549,0.478
27,0.537,0.482
28,0.577,0.45
29,0.531,0.495
30,0.543,0.486
31,0.548,0.478
32,0.551,0.485
33,0.572,0.46
34,0.529,0.506
35,0.575,0.456
36,0.538,0.491
37,0.583,0.445
38,0.554,0.485
39,0.552,0.472
40,0.569,0.467
0,0.65,0.56
0,0.68,0.45
0,0.69,0.42
1,0.62,0.4
2,0.58,0.46
3,0.68,0.47
4,0.71,0.34
5,0.61,0.41
6,0.52,0.55
7,0.57,0.38
8,0.62,0.4
9,0.49,0.3
10,0.59,0.4
11,0.56,0.4
12,0.64,0.31
13,0.52,0.39
14,0.64,0.42
15,0.63,0.43
16,0.54,0.5
17,0.55,0.41
18,0.62,0.44
19,0.54,0.46
20,0.51,0.45
21,0.53,0.38
22,0.58,0.43
23,0.59,0.41
24,0.66,0.46
25,0.48,0.48
26,0.6,0.5
27,0.62,0.45
28,0.46,0.44
29,0.47,0.37
30,0.57,0.44
31,0.54,0.45
32,0.66,0.51
33,0.6,0.44
34,0.52,0.38
35,0.56,0.48
36,0.58,0.47
37,0.54,0.46
38,0.52,0.42
39,0.49,0.55
40,0.58,0.45
0,0.5,0.44
1,0.57,0.44
2,0.53,0.49
3,0.5,0.51
4,0.57,0.44
5,0.56,0.45
6,0.47,0.53
7,0.56,0.46
8,0.52,0.5
9,0.53,0.5
10,0.52,0.48
0,0.48,0.44
1,0.58,0.42
2,0.52,0.48
3,0.44,0.54
4,0.57,0.45
5,0.54,0.45
6,0.49,0.51
7,0.55,0.46
8,0.44,0.53
9,0.5,0.51
10,0.55,0.48
11,0.54,0.46
12,0.58,0.43
13,0.53,0.47
14,0.59,0.4
15,0.56,0.42
16,0.5,0.51
17,0.58,0.38
18,0.61,0.38
19,0.53,0.45
20,0.56,0.45
21,0.62,0.38
22,0.5,0.51
23,0.64,0.38
24,0.55,0.45
25,0.51,0.49
26,0.49,0.51
27,0.63,0.37
28,0.53,0.45
29,0.57,0.43
30,0.54,0.45
31,0.57,0.42
32,0.57,0.42
33,0.59,0.4
34,0.56,0.45
35,0.57,0.43
36,0.55,0.41
37,0.49,0.48
38,0.55,0.43
39,0.56,0.42
40,0.49,0.51
