generation,label_bal,color_bal
0,0.509,0.515
1,0.539,0.518
2,0.509,0.512
3,0.487,0.532
4,0.505,0.517
5,0.489,0.528
6,0.493,0.522
7,0.489,0.524
8,0.532,0.511
9,0.52,0.516
10,0.511,0.485
11,0.542,0.523
12,0.573,0.519
13,0.58,0.544
14,0.586,0.482
15,0.565,0.476
16,0.56,0.511
17,0.621,0.511
18,0.629,0.525
19,0.596,0.526
20,0.626,0.497
21,0.553,0.516
22,0.534,0.479
23,0.581,0.52
24,0.611,0.472
25,0.556,0.506
26,0.592,0.486
27,0.591,0.523
28,0.547,0.496
29,0.576,0.536
30,0.539,0.493
31,0.545,0.509
32,0.58,0.489
33,0.552,0.511
34,0.584,0.523
35,0.641,0.462
36,0.624,0.483
37,0.631,0.496
38,0.598,0.507
39,0.65,0.503
40,0.553,0.514
